Instrument,Biodiversity Targets,Targets Pollution,Cost of Pollution and Waste,Policy Waste,Commitment to Align Disclosures with TCFD Recommendations,Scope 1 Estimated Date,Emission Controversies Count,Fossil Fuel Debt Finance count,Climate Risk Insurance Count,Wastewater Management Controversies Count,Low Carbon Transition Controversies Count,Pollution Controversies Count,Total Waste To EVIC USD in million,Water Pollutant Emissions To EVIC USD in million,Ozone-Depleting Substances To EVIC USD in million,SOx Emissions To EVIC USD in million,Biodiversity Due Diligence,Biodiversity Risk Assessment,Biodiversity Commitment,Targets Waste,Policy Pollution,Facilities Water Discharge,Reporting Against the TCFD Recommendations,Scope 2 Estimated Date,Recent Emission Controversies Count,Recent Fossil Fuel Debt Finance Count,Recent Climate Risk Insurance Count,Recent Wastewater Management Controversies Count,Recent Pollution Controversies Count,Total Hazardous Waste To EVIC USD in million,Flaring Gases To EVIC USD in million,NOx Emissions To EVIC USD in million,VOC Emissions To EVIC USD in million,Accidental Spills To EVIC USD in million,"GHG Emissions Direct, Scope 1 - 5 year CAGR","GHG Emissions Indirect, Scope 2 - 5 year CAGR",CO2 Estimation Method,Ozone-Depleting Substances,NOx Emissions,VOC or Particulate Matter Emissions Reduction,Particulate Matter Emissions Reduction,Total Hazardous Waste To Revenues USD in million,Non-Hazardous Waste,TRWASTERECYCLINGRATIO,TRWASTEREDUCTIONINITIATIVES,Water Pollutant Emissions To Revenues USD in million,TRWATERPOLLUTANTEMISSIONS,"GHG Emissions Direct, Scope 1 - 3 year CAGR","GHG Emissions Indirect, Scope 2 - 3 year CAGR",Total CO2 Equivalent Emissions To Million Revenues USD YoY,Estimated CO2 Equivalents Emission Total,Flaring Gases,NOx and SOx Emissions Reduction,SOx Emissions,TRVOCEMISSIONSREDUCTION,TRVOCEMISSIONS,Waste Recycled To Total Waste,TRWASTETOTAL,TRWASTERECYCLEDTOTAL,Hazardous Waste,e-Waste Reduction,TRWATERDISCHARGED,ISO 14000 or EMS,EMS Certified Percent,Staff Transportation Impact Reduction,Environmental Expenditures Investments,Environmental Provisions,Self-Reported Environmental Fines,Flaring Gases To Revenues USD in million,NOx Emissions To Revenues USD in million,VOC Emissions To Revenues USD in million,Self-Reported Environmental Fines To Revenues in million,Environmental Restoration Initiatives,Accidental Spills,Environmental Expenditures,Environmental Investments Initiatives,Environmental Partnerships,Ozone-Depleting Substances To Revenues USD in million,SOx Emissions To Revenues USD in million,Accidental Spills To Revenues USD in million,Policy Nuclear Safety
MCD.N,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,614974.0,,0,,,,,,,,0,,No,,0,1,,,,,,,1,,,1,1,,,,0
HD.N,0,0,0,1,0,,,,,,,,4.40698133506273,,,,0,0,0,0,0,0,0,,,,,,,1.04354236670603,,,,,,,Reported,,,,0,2.29006865798545,798658.781,,,,,,,,2164000.0,,0,,,,0.471899999998089,,,247792.299,1,,No,,0,,,,,,,,1,,,0,1,,,,0
SPG.N,0,0,0,1,0,,,,,,,,6.60018415709001,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,0.0,478795.776,,,,,,,,236785.0,,0,,,,0.394020000001002,,,0.0,0,,No,,0,1,,,,,,,0,,,1,1,,,,0
HBAN.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,74413.0,,0,,,,,,,,1,,No,,1,0,,,,,,,0,,,0,0,,,,0
LVS.N,,,,,1,,,,,,,,1.75570741120325,,,,,,,,,,0,,,,,,,5.4914739038e-05,,,,,,,Reported,,,,0,0.001122448979592,105502.7,,,,,,,,563589.0,,0,,,,0.177515970655697,,,3.3,0,,No,,0,1,,0.0,,,,,0,,,1,1,,,,0
CTRA.N,,,,,0,,,,,,,,,,,0.000240327030575,,,,,,,0,,,,,,,,69.0192795837599,0.133261338453753,0.006969483886671,,,,Reported,,1109.0,1,0,,,,,,,,,,2869330.0,574378.0,0,2.0,,,,,,,0,,No,,0,0,,,277.977250871979,0.536714099803656,0.028069808646179,,0,,,0,1,,0.000967924436075,,0
ON.OQ,,,,,,,,,,,,,1.73860408802757,,,,,,,,,,,,,,,,,0.610771784643173,,,,,,,Reported,0.0,,0,0,1.51071965784085,15393.0,,,,,,,,2746335.0,,0,,,,0.633234017447006,,,8336.0,1,,ISO 14000,37.736,1,1,,,,,,,1,,,1,1,0.0,,,0
AIG.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,110902.0,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,1,,,,0
AIZ.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,23932.0,,0,,,,,,,,1,,ISO 14000,,1,1,,,,,,,0,,,1,0,,,,0
CARR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVRG.OQ,,,,,,,,,,,,,18.8088963010446,,,0.16215092812102,,,,,,,,,,,,,,0.001598534876778,,0.476537515081983,,,,,Reported,,11823.0,0,0,0.007704262014841,466613.172,,,,,,,,26499352.0,,1,4023.0,,,,,,39.66,0,,No,,1,1,,,,2.29670927386456,,,1,,,1,1,,0.781498892730875,,0
SMCI.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,0,0,,,,,,,,,,46201.7,,0,,,,,,,,0,,ISO 14000,,0,0,,,,,,,0,,,0,0,,,,0
COST.OQ,0,0,0,1,0,,,,,,,,6.688425207829,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,2663030.0,,0,,,,0.757000000220536,,,,0,,No,,1,,,,,,,,1,,,0,1,,,,0
MCO.N,,,,,,,,,,,,,0.077465471968165,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,15779.0,,0,,,,0.829933707292198,,,,0,,No,,1,0,,,,,,,0,,,0,1,,,,0
DIS.N,0,0,0,1,0,,,,,,,,0.856561242656406,,,,0,0,0,1,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,1822740.0,,0,,,,,,,,0,,No,,0,,,,,,,,1,,,1,1,,,,0
LULU.OQ,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,18248.0,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
PAYX.OQ,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,1,0,,,,,,,,,,7755.31,,0,,,,,,,,1,,No,,1,0,,,,,,,1,,,0,0,,,,0
WSM.N,,,,,0,,,,,,,,13.1155867936824,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,102325.0,,0,,,,0.46534539284008,,,,0,,No,,0,,,,,,,,0,,,0,1,,,,0
AMD.OQ,0,0,0,0,0,,,,,,,,0.013426226836641,,0.038891753203985,,0,0,0,0,0,0,0,,,,,,,5.7788637747e-05,,,,,,,Reported,2019.0,,0,0,0.000445699004606,695.0,,,,,,,,53968.0,,0,,,,0.616929698708752,,,3.0,0,,No,,1,0,3000000,0.0,,,,0.0,0,,,0,0,0.299955430099539,,,0
REG.OQ,,,,,,,,,,,,,8.29420376275137,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,0.0,120828.0,,,,,,,,29501.0,,0,,,,0.46334,,,0.0,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
DHI.N,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,75721.0,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,1,,,,0
TTD.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,3657.39,,0,,,,,,,,0,,No,,0,,,,,,,,0,,,0,0,,,,0
TRV.N,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,51716.0,,0,,,,,,,,0,,No,,1,0,,,,,,,1,,,0,1,,,,0
MOS.N,,,,,,,,,,,,,23174.5364645946,0.652365380987599,,1.2718344963146,,,,,,,,,,,,,,0.538572101463058,,0.219308437737308,0.015444256178684,,,,Reported,,2840.0,0,0,0.783086130042779,300098594.9,,,0.94854204327274,,,,,4580000.0,,0,16470.0,,,0.000116625626381,,,6974.4,0,,No,,0,1,39300000,,,0.318875402804756,0.022456014282025,,1,,350000000,0,1,,1.84925277612477,,0
WDC.OQ,,,,,,,,,,,,,0.116312065573594,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,1159380.0,,0,,,,0.95,,,,1,,ISO 14000,,0,0,,0.0,,,,0.0,0,,,0,1,,,,0
VTR.N,,,,,,,,,,,,,2.55742171750484,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,0.0,86389.99,,,,,,,,400543.3,,0,,,,,,,0.0,0,,EMS,,0,1,,0.0,,,,0.0,0,,,1,1,,,,0
IVZ.N,,,,,,,,,,,,,0.027197216368093,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,17789.0,,0,,,,0.818965517241379,,,,1,,ISO 14000,83.0,0,0,,,,,,,0,,,0,1,,,,0
ZBRA.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,0,0,,,,,,,,,,113089.0,,0,,,,,,,,0,,ISO 14000,,0,0,,,,,,,0,,,0,0,,,,0
AMAT.OQ,0,0,0,1,0,,,,,,,,0.218369221427136,,,,0,0,0,0,1,0,0,,,,,,,0.008805210541417,,,,,,,Reported,,,0,0,0.034227820372399,11900.0,,,,,,,,179596.0,,0,,,,0.75,,,500.0,0,,ISO 14000,18.0,1,0,,0.0,,,,0.0,0,,,0,1,,,,0
STX.OQ,,,,,,,,,,,,,1.75120201760152,,,,,,,,,,,,,,,,,0.538159896403425,,,,,,,Reported,,,0,0,0.895957651588065,20983.0,,,,,,,,1127730.0,,0,,,,0.896408292618513,,,9309.0,1,,ISO 14000,100.0,0,0,,750.0,,,,0.07218479307026,0,,,0,0,,,,0
FDS.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,15285.0,,0,,,,,,,,0,,ISO 14000,,0,0,,,,,,,0,,,0,0,,,,0
KVUE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYK.N,0,1,0,1,1,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,184760.0,,0,,,,,,,,0,,ISO 14000,,0,0,,,,,,,1,,,0,0,,,,0
DELL.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,13802.0,,,,,,,,490200.0,,0,,,,,,,,0,,ISO 14000,100.0,0,0,,,,,,,1,,,0,1,,,,0
VRSN.OQ,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,5820.4,,0,,,,,,,,1,,No,,1,,,,,,,,0,,,0,0,,,,0
TECH.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,8070.64,,0,,,,,,,,1,,ISO 14000,,1,,,,,,,,0,,,0,0,,,,0
NVR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,0,0,,,,,,,,,,34650.4,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
JBL.N,,,,,,,,,,,,,14.4759365090886,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,1778400.0,,0,,,,0.540670143773805,,,,0,,ISO 14000,,0,0,,,,,,,1,0.0,,0,1,,,,0
XYZ.N,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,5425.0,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
LOW.N,0,0,0,0,0,,,,,,,,5.65276464580371,,,,0,0,0,0,0,0,0,,,,,,,0.015711560388727,,,,,,,Reported,,,,0,0.020754743440519,531000.0,,,,,,,,2406000.0,,0,,,,0.465745192307692,,,1480.0,0,,No,,0,,,,,,,,1,,,0,1,,,,0
BSX.N,,,,,,,,,,,,,0.166998228662507,,,,,,,,,,,,,,,,,0.013636979236522,,,,,,,Reported,,,,0,0.092780624126688,11201.0,,,,,,,,84779.0,,0,,,,0.910551775026646,,,996.0,1,,ISO 14000,,0,1,,3.0,,,,0.000279459711225,1,,,1,1,,,,0
SYY.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,1,,,,,,,,,,1163680.0,,0,,,,,,,,1,,No,,0,0,,,,,,,0,,,0,1,,,,0
FCX.N,,,,,,,,,,,,,20394.4437649966,,5.40365468e-07,0.194531568402179,,,,,,,,,,,,,,8351.44827221064,,1.29417529534227,0.272884561230834,,,,Reported,0.02,47900.0,1,1,21462.5538119706,445735200.0,,,,,,,,7789530.0,,0,7200.0,,,0.000190106789674,,,309103700.0,1,,Both,100.0,0,1,1600000000,124682.0,,3.32592695458964,0.701291487293432,8.65726982363561,1,,400000000,0,1,1.388696014e-06,0.499930565199278,,0
MAS.N,,,,,,,,,,,,,4.7535290412362,,,,,,,,,,,,,,,,,0.332747032886534,,,,,,,Reported,,,0,0,0.82755926643805,73741.56,,,,,,,,252000.0,,0,,,,,,,5550.44,0,,ISO 14000,,0,0,,,,,,,0,,,0,0,,,,0
BEN.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,38725.0,,0,,,,,,,,1,,No,,1,0,,,,,,,0,,,0,1,,,,0
META.OQ,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,1929000.0,,0,,,,,,,,1,,No,,1,,,,,,,,0,,,0,1,,,,0
PAYC.N,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,3504.85,,0,,,,,,,,0,,No,,0,,,,,,,,0,,,0,0,,,,0
EXPE.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,24833.0,,0,,,,,,,,1,,No,,1,0,,,,,,,1,,,0,1,,,,0
RJF.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,23859.8,,0,,,,,,,,1,,No,,0,0,,,,,,,0,,,0,1,,,,0
CL.N,0,0,0,1,0,,,,,,,,2.1846740946435,,,,0,0,0,1,1,0,0,,,,,,,0.059446914139959,,0.005052987701897,,,,,Reported,,340.0,0,0,0.254890715605684,143000.0,,,,,,,,577901.0,,0,,,,0.369612244897959,,,4000.0,0,,No,,0,1,,3375.0,,0.021665710826483,,0.215064041292296,0,0.0,46000000,1,1,,,,0
VICI.N,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,393663.0,,0,,,,,,,,1,,No,,1,0,,,,,,,0,,,0,0,,,,0
UNH.N,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,170713.0,,0,,,,,,,,0,,No,,1,,,,,,,,0,,,0,0,,,,0
ARE.N,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,194435.0,,0,,,,0.447,,,,0,,No,,1,0,,,,,,,0,,,0,0,,,,0
GEN.OQ,0,0,0,0,0,,,,,,,,0.05128579639119,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,64000.0,,0,,,,,,,,1,,No,,1,,,0.0,,,,0.0,1,,,0,1,,,,0
LLY.N,0,0,0,1,0,,,,,,,,0.988704843546367,0.000456216663522,,,0,0,0,0,0,0,0,,,,,,,0.13418137162415,,,,,,,Reported,,,0,0,0.851273550034723,120000.0,,,0.002894330070118,,,,,788000.0,,0,,,,0.928571428571429,,,19000.0,0,,ISO 14000,,0,1,,48375.0,,,,2.16738726225946,0,,2100000,0,1,,,,0
DAY.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,13369.0,,0,,,,,,,,0,,No,,0,,,,,,,,0,,,0,0,,,,0
GRMN.N,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,1,0,0,,,,,,,,,,,,,,Energy,,,,0,,,,,,,,,,113457.0,,0,,,,,,,,1,,ISO 14000,,0,0,,,,,,,0,,,0,0,,,,0
PODD.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,8815.47,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
ISRG.OQ,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,1,0,0,,,,,,,0.000114969123951,,,,,,,Median,,,,0,0.002537628487518,,,,,,,,,37250.8,,0,,,,,,,11.06,1,,ISO 14000,,1,0,,,,,,,0,,,0,0,,,,0
AVB.N,0,0,0,1,0,,,,,,,,,,,,0,0,0,1,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,145399.0,,,,,,,,80402.0,,0,,,,,,,,0,,No,,0,1,,,,,,,0,,2310000,0,0,,,,0
TPR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,57944.7,,0,,,,,,,,1,,ISO 14000,,1,,,,,,,,0,,,0,1,,,,0
CBRE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,115763.0,,0,,,,,,,,1,,ISO 14000,74.19355,0,,,0.0,,,,0.0,0,,,0,1,,,,0
CINF.OQ,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,30970.0,,0,,,,,,,,1,,No,,1,0,43000000,,,,,,0,,,0,0,,,,0
WMB.N,,,,,,,,,,,,,,,,0.007859629111596,,,,,,,,,,,,,,,2.4152177928811,0.595408515004593,0.170285799669595,1.1058960491e-05,,,Reported,,32196.0,1,1,,,,,,,,,,12680000.0,130600.0,1,425.0,,,,,,,0,,No,,0,1,,98639.0,,3.92586269967077,,12.0276795512742,0,0.598,6000000,1,1,,0.051822948420924,7.2917936837e-05,0
EA.OQ,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,27279.6,,0,,,,,,,,0,,No,,1,,,,,,,,0,,,0,1,,,,0
TMUS.OQ,0,0,0,0,0,,,,,,,,0.096218950477699,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,2725060.0,,0,,,,0.616335303600215,,,,1,,No,,1,0,,,,,,,0,,,0,1,,,,0
CB.N,,,,,,,,,,,,,0.012190032134184,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,55140.0,,0,,,,,,,,1,,No,,0,0,,,,,,,1,,,0,1,,,,0
TXN.OQ,0,0,0,1,0,,,,,,,,0.294928608735177,,,,0,0,1,0,0,0,0,,,,,,,0.212606302898902,,0.000634080601089,0.000737878291056,,,,Reported,,79.72,1,0,1.85844399638462,10350.0,,,,,,,,2070250.0,,1,,,,0.900755100053937,,,26730.0,1,,ISO 14000,100.0,1,1,,,,0.0055426545227,0.006449975665716,,1,,,1,1,,,,0
MDLZ.OQ,0,0,0,1,0,,,,,,,,3.3326167438075,,,,0,0,0,1,1,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,1795191.0,,0,,,,,,,,0,,No,,1,1,,,,,,,0,,,1,1,,,,0
BRO.N,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,9062.14,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
BALL.N,,,,,,,,,,,,,2.15628887642589,,,4.9553671096e-05,,,,,,,,,,,,,,,,0.008345881447758,0.230685379391935,,,,Reported,,320.0,1,1,,,,,,,,,,1151070.0,,1,1.9,,,0.60209006132298,,,,0,,ISO 14000,65.0,0,1,,,,0.027162380103557,0.750785162549868,,0,,,1,1,,0.000161276631865,,0
PFG.OQ,,,,,,,,,,,,,0.040779500250262,,,,,,,,,,,,,,,,,0.004815532757311,,,,,,,Reported,,,,0,0.005996594693963,660.2,,,,,,,,33213.0,,0,,,,0.735773443761688,,,88.4,1,,No,,0,1,,,,,,,0,,,1,0,,,,0
KEYS.N,,,,,,,,,,,,,0.113941123878091,,,,,,,,,,,,,,,,,0.013083035236041,,,,,,,Reported,0.0,,0,0,0.063002556356031,2089.93,,,,,,,,96007.0,,0,,,,0.764822979801188,,,271.1,0,,ISO 14000,,1,0,,0.0,,,,0.0,1,0.0,,0,1,0.0,,,0
PCG.N,,,,,,,,,,,,,2.02902237303076,,,0.000457072339652,,,,,,,,,,,,,,1.32369445689872,,0.004407483275219,0.001828289358609,,,,Reported,,135.0,1,1,2.36700315254831,21604.0,,,,,,,,7426190.0,,1,14.0,,,0.060558299999274,,,40544.397,1,,ISO 14000,,1,1,1275000000,47033.0,,0.00788137077471,0.003269309358398,2.74581119738455,1,,,1,1,,0.0008173273396,,1
RL.N,0,0,0,1,0,,,,,,,,,,,,0,0,0,1,0,0,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,63290.0,,0,,,,,,,,1,,No,,0,0,,,,,,,0,,,0,1,,,,0
JPM.N,0,0,0,0,1,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,773954.0,,0,,,,,,,,0,,No,,1,0,,,,,,,0,,,0,1,,,,0
TTWO.OQ,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,14377.8,,0,,,,,,,,0,,No,,0,,,,,,,,0,,,0,0,,,,0
