Instrument,Biodiversity Targets,Targets Pollution,Cost of Pollution and Waste,Policy Waste,Commitment to Align Disclosures with TCFD Recommendations,Scope 1 Estimated Date,Emission Controversies Count,Fossil Fuel Debt Finance count,Climate Risk Insurance Count,Wastewater Management Controversies Count,Low Carbon Transition Controversies Count,Pollution Controversies Count,Total Waste To EVIC USD in million,Water Pollutant Emissions To EVIC USD in million,Ozone-Depleting Substances To EVIC USD in million,SOx Emissions To EVIC USD in million,Biodiversity Due Diligence,Biodiversity Risk Assessment,Biodiversity Commitment,Targets Waste,Policy Pollution,Facilities Water Discharge,Reporting Against the TCFD Recommendations,Scope 2 Estimated Date,Recent Emission Controversies Count,Recent Fossil Fuel Debt Finance Count,Recent Climate Risk Insurance Count,Recent Wastewater Management Controversies Count,Recent Pollution Controversies Count,Total Hazardous Waste To EVIC USD in million,Flaring Gases To EVIC USD in million,NOx Emissions To EVIC USD in million,VOC Emissions To EVIC USD in million,Accidental Spills To EVIC USD in million,"GHG Emissions Direct, Scope 1 - 5 year CAGR","GHG Emissions Indirect, Scope 2 - 5 year CAGR",CO2 Estimation Method,Ozone-Depleting Substances,NOx Emissions,VOC or Particulate Matter Emissions Reduction,Particulate Matter Emissions Reduction,Total Hazardous Waste To Revenues USD in million,Non-Hazardous Waste,TRWASTERECYCLINGRATIO,TRWASTEREDUCTIONINITIATIVES,Water Pollutant Emissions To Revenues USD in million,TRWATERPOLLUTANTEMISSIONS,"GHG Emissions Direct, Scope 1 - 3 year CAGR","GHG Emissions Indirect, Scope 2 - 3 year CAGR",Total CO2 Equivalent Emissions To Million Revenues USD YoY,Estimated CO2 Equivalents Emission Total,Flaring Gases,NOx and SOx Emissions Reduction,SOx Emissions,TRVOCEMISSIONSREDUCTION,TRVOCEMISSIONS,Waste Recycled To Total Waste,TRWASTETOTAL,TRWASTERECYCLEDTOTAL,Hazardous Waste,e-Waste Reduction,TRWATERDISCHARGED,ISO 14000 or EMS,EMS Certified Percent,Staff Transportation Impact Reduction,Environmental Expenditures Investments,Environmental Provisions,Self-Reported Environmental Fines,Flaring Gases To Revenues USD in million,NOx Emissions To Revenues USD in million,VOC Emissions To Revenues USD in million,Self-Reported Environmental Fines To Revenues in million,Environmental Restoration Initiatives,Accidental Spills,Environmental Expenditures,Environmental Investments Initiatives,Environmental Partnerships,Ozone-Depleting Substances To Revenues USD in million,SOx Emissions To Revenues USD in million,Accidental Spills To Revenues USD in million,Policy Nuclear Safety
AAF.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HWDN.L,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,50373.0,,0,,,,1.0,,,,0,,ISO 14000,100.0,0,0,,,,,,,0,,,0,0,,,,0
SGRO.L,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,2597.0,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,1,,,,0
SJP.L,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,2185.0,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
TW.L,,,,,1,,,,,,,,9.47695745650022,,,,,,,,,,1,,,,,,,0.000592227669442,,,,,,,Reported,,,0,0,0.001310602089919,80006.1,,,,,,,,21794.0,,0,,,,0.97,,,5,0,,No,,0,0,,0,,,,0.0,0,,,0,1,,,,0
AHT.L,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,332527.0,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
HLMA.L,0,0,0,1,0,,,,,,,,4.87959828445149,,,,0,0,0,0,1,0,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,17881.0,,0,,,,,,,,0,,ISO 14000,22.0,1,0,,,,,,,0,,,0,1,,,,0
III.L,,,,,1,,,,,,,,0.007041545473842,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,625.8,,0,,,,0.57725321888412,,,,1,,No,,1,0,,,,,,,0,,,0,1,,,,0
HIK.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,124812.0,,0,,,,,,,,0,,ISO 14000,,0,0,,,,,,,0,,,0,0,,,,0
CNA.L,,,,,1,,,,,,,,2.33603273259001,,,0.003032346016417,,,,,,,1,,,,,,,0.753927858138868,,0.113323102556382,9.833464939e-05,,,,Reported,0.0,1308.0,0,0,0.425738693693667,13685.0,,,,,,,,1953860.0,,0,35,,,,,,8702,0,,ISO 14000,90.0,1,0,,0,,0.063992899488775,5.5529006819e-05,0.0,0,,,0,1,0.0,0.001712348227911,,0
MNG.L,,,,,,,,,,,,,0.051129863887145,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,8135.0,,0,,,,,,,,0,,ISO 14000,,1,1,,0,,,,,0,,,1,1,,,,0
BKGH.L,,,,,,,,,,,,,87.8834442632787,,,,,,,,,,,,,,,,,1.88708938778907,,,,,,,Reported,,,0,0,5.66089775875261,623820.0,,,,,,,,9182.0,,0,,,,0.95,,,13689,0,,No,,0,0,,0,,,,0.0,1,,,0,0,,,,0
NG.L,1,0,0,1,1,,,,,,,,3.48073379829329,,,0.021282960094908,1,0,1,1,1,0,0,,,,,,,,,0.034076649590161,,,,,Reported,,2565.0,0,0,,,,,,,,,,7012640.0,,0,1602,,,0.9,,,,1,,ISO 14000,98.0,0,1,1648000000,,,0.131814309682319,,,1,,62000000.0,1,1,,0.082326130257729,,0
RKT.L,0,1,0,1,1,,,,,,,,1.19934023148964,0.032218067084216,,,0,0,0,1,1,0,0,,,,,,,0.122137273750042,,0.000173806311918,,,,,Reported,,13.6,0,0,0.499513164131877,84289.0,,,0.131764433062306,,,,,395098.0,,0,,,,0.699070818148882,,,9557,0,,ISO 14000,96.0,0,1,,0,,0.000710827564319,,0.0,1,,,1,1,,,,0
WEIR.L,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,1,0,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,188016.0,,0,,,,,,,,0,,ISO 14000,,1,0,,0,,,,0.0,0,,,0,0,,,,0
IMI.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,57500.0,,0,,,,,,,,0,,No,,1,0,,,,,,,0,,,0,0,,,,0
MRON.L,,,,,1,,,,,,,,8.92913270454058,,,,,,,,,,0,,,,,,,0.657898616349835,,,,,,,Reported,,,0,0,1.13694354217504,139388.0,,,,,,,,836340.0,,0,,,,0.810181093204851,,,11087,0,,ISO 14000,81.0,0,0,191000000,,,,,,0,,,0,0,,,,0
HSX.L,0,0,0,0,1,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,2375.0,,0,,,,,,,,1,,No,,0,0,,,,,,,0,,,0,1,,,,0
CPG.L,0,0,0,1,1,,,,,,,,,,,,0,0,0,1,1,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,145750.0,,0,,,,,,,,0,,ISO 14000,,0,0,,,,,,,0,,,0,0,,,,0
AUTOA.L,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,521.0,,0,,,,,,,,0,,No,,1,,,,,,,,1,,,0,0,,,,0
AV.L,,,,,,,,,,,,,0.091425857256544,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,36870.0,,0,,,,0.69,,,,0,,No,,1,1,,,,,,,0,,717000000.0,1,1,,,,0
ENT.L,,,,,0,,,,,,,,0.601175018389866,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,41353.0,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
DGE.L,0,1,0,1,1,,,,,,,,8.56568404107088,0.191932127218821,0.012028497802426,0.008005820230045,0,0,1,0,1,0,0,,,,,,,0.192040848234291,,0.00869768123758,,,,,Reported,1217.0,880.0,,0,1.33344269896818,847215.0,,,1.33268779059512,,,,,710985.0,,0,810,,,0.997906870748692,,,19430,0,,ISO 14000,,0,1,,39221,,0.060392669845188,,3.33738938053097,1,,20000000.0,1,1,0.083520317274538,0.055588707471139,,0
GAW.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,6600.0,,0,,,,,,,,0,,No,,1,0,,,,,,,0,,,0,0,,,,0
INF.L,,,,,,,,,,,,,0.083244460352211,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,8349.0,,0,,,,0.228641171684296,,,,0,,No,,0,1,,,,,,,1,,,1,1,,,,0
UU.L,,,,,,,,,,,,,38.8192467343527,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,347750.0,,0,,,,0.9525,,,,0,,ISO 14000,,0,0,,666000,,,,383.68475630833,1,,,0,1,,,,0
PSHP.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,2251.66,,0,,,,,,,,0,,No,,0,,,,,,,,0,,,0,0,,,,0
HLN.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTB.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,155986.0,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,1,,,,0
PRU.L,0,0,0,1,1,,,,,,,,0.005630112627003,,,,0,0,0,0,1,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,48757.0,,0,,,,,,,,0,,No,,0,0,,0,,,,,0,,,0,0,,,,0
MKS.L,,,,,,,,,,,,,6.37615525577925,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,360000.0,,0,,,,1.0,,,,0,,No,,1,0,,,,,,,1,,,0,1,,,,0
IMB.L,,,,,,,,,,,,,1.22033966076873,,5.062895271e-06,,,,,,,,,,,,,,,,,,,,,,Reported,0.167,,,0,,,,,,,,,,236887.0,,0,,,,0.88,,,,0,,ISO 14000,86.0,0,0,,,,,,,1,,,0,1,,,,0
EXPN.L,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,33400.0,,0,,,,,,,,0,,ISO 14000,,1,0,,,,,,,0,,,0,0,,,,0
GSK.L,0,0,0,1,1,,,,,,,,0.456772720570663,,2.283863603e-06,,0,0,0,1,0,0,1,,,,,,,0.186334268550254,,,,,,,Reported,0.315,,0,0,0.771789752387084,37300.0,,,,,,,,1020000.0,,0,,,,,,,25700,0,,No,,0,1,,0,,,,0.0,0,,2047831.49,0,1,9.459679844e-06,,,0
LAND.L,,,,,,,,,,,,,2.66995995225414,,0.115595270907667,,,,,,,,,,,,,,,,,,,,,,Reported,1590.0,,,0,0.0,36725.0,,,,,,,,42008.0,,0,,,,1.0,,,0,0,,ISO 14000,,0,0,,,,,,,0,,,0,1,,,,0
BEZG.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,1693.61,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
BP.L,1,0,0,1,1,,,,,,,,3.23076479590448,0.013999980782253,,0.113675057633676,0,0,1,0,1,0,0,,,,,,,0.799913431874868,4.97178804703078,0.472648923845285,0.335042275130835,2.9502865484e-05,,,Reported,,79000.0,0,0,1.26198746507589,406300.0,,,0.022087140376048,,,,,44900000.0,831000,1,19000,,,0.47462962962963,,,133700,0,,ISO 14000,100.0,0,1,1629000000,,7.84376651816054,0.745676961413577,0.528581137204561,,0,4.9312,412000000.0,1,1,,0.179340028694405,4.654534471e-05,0
JD.L,,,,,,,,,,,,,0.825511332752428,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,45816.0,,0,,,,0.979999924868238,,,,0,,No,,0,,,,,,,,0,,,0,0,,,,
ABF.L,,,,,,,,,,,,,23.0927434965075,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,3313000.0,,0,,,,0.84,,,,0,,ISO 14000,,0,1,,51000,,,,3.65932410131305,1,,25000000.0,1,1,,,,0
AAL.L,1,0,0,1,1,,,,,,,,0.872555525043572,,,0.199571844226465,1,1,1,0,1,0,1,,,,,,,0.28738345568611,,0.391526442490088,,,,,Reported,,25700.0,1,1,0.741305458403741,38412.0,,,,,,,,16080000.0,,1,13100,,,,,,18864,0,,ISO 14000,,0,1,2953000000,,,1.00994223287617,,,0,,69000000.0,1,1,,0.51479545722482,,0
ADML.L,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,4907.0,,0,,,,,,,,0,,No,,1,1,,0,,,,,0,,,1,1,,,,0
RTO.L,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,1,0,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,186320.0,,0,,,,,,,,0,,ISO 14000,25.3012,0,1,13600000,,,,,,1,,1800000.0,0,1,,,,0
RMV.L,0,0,0,0,0,,,,,,,,0.001477003702298,,,,0,0,0,1,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,309.85,,0,,,,0.44,,,,0,,No,,1,,,,,,,,0,,,0,1,,,,0
SBRY.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,1014707.0,,0,,,,,,,,1,,No,,0,0,,,,,,,0,,,0,1,,,,0
PHNX.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,17255.0,,0,,,,,,,,0,,No,,1,0,,,,,,,1,,,0,1,,,,0
IHG.L,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,1,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,1827110.0,,0,,,,,,,,1,,No,,0,0,,,,,,,1,,,0,1,,,,0
BT.L,0,0,0,0,0,,,,,,,,0.628479232042798,,,,0,0,0,0,0,0,0,,,,,,,,,0.011531006918723,0.000255807320723,,,,Reported,,586.0,,0,,,,,,,,,,882302.0,,0,,,,0.951751776824572,,,,0,,ISO 14000,,1,0,,,,0.01916948193353,,,1,,,0,0,,,,0
MNDI.L,,,,,,,,,,,,,83.7015760138186,2.94075855786621,0.000257706682172,0.069877232208992,,,,,,,,,,,,,,1.72313403126386,,0.441753407951136,,,,,Reported,3.747,6423.0,1,1,3.07882427941607,1191949.0,,,5.25442518317524,,,,,2408470.0,,1,1016,,,0.570127600342809,,,25054,0,,ISO 14000,100.0,0,1,4000000,,,0.789306631543443,,,0,,0.0,1,1,,0.124853734648628,,0
BATS.L,1,0,0,1,1,,,,,,,,0.992197943469249,,,,1,1,1,1,1,0,0,,,,,,,0.017041000887911,,,,,,,Reported,,,,0,0.069998673912435,141172.0,,,,,,,,760000.0,,0,,,,0.802,,,2467,0,,ISO 14000,42.0,0,0,,0,,,,0.0,1,,,0,1,,,,0
PSON.L,0,0,0,0,1,,,,,,,,0.029749855255536,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,34919.0,,0,,,,,,,,1,,ISO 14000,,1,,,0,,,,0.0,0,,,0,1,,,,0
PCT.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,509.362,,0,,,,,,,,0,,No,,0,,,,,,,,0,,,0,0,,,,0
SPX.L,,,,,,,,,,,,,0.628146234361274,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,44022.0,,0,,,,0.78,,,,0,,ISO 14000,,0,0,,,,,,,1,,,0,0,,,,0
PSN.L,,,,,,,,,,,,,8.1825561331729,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,29367.0,,0,,,,0.96,,,,0,,EMS,,0,0,,,,,,,1,,,0,1,,,,0
RIO.L,,,,,,,,,,,,,6837.28930599652,,,0.524060714961576,,,,,,,,,,,,,,84.9296809927162,,0.451370655422652,,,,,Reported,,65200.0,1,1,274.999439600099,975371000.0,,,,,,,,26500000.0,,1,75700,,,0.014398682109556,,,12268000,1,,ISO 14000,,0,1,13335000000,27400,,1.46152294277196,,0.614198291901101,0,,366000000.0,0,1,,1.6968909013472,,0
CCH.L,,,,,,,,,,,,,6.6034959911804,0.022832184950597,5.83777456e-07,0.237921745451104,,,,,,,,,,,,,,0.105274534587553,,0.317964121101776,,4.2790888e-08,,,Reported,0.009,4902.0,,0,0.216724585811475,100182.0,,,0.047003730256093,,,,,547895.0,,0,3668,,,0.967251117332155,,,1623,0,,ISO 14000,99.5,0,1,,2035,,0.654580357145933,,0.331876447372713,1,0.0006597,87400000.0,1,1,1.201799921e-06,0.489800234600425,,0
ALWA.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,13.9,,0,,,,,,,,0,,No,,1,,,,,,,,0,,,0,1,,,,0
RR.L,0,0,0,1,0,,,,,,,,3.88128077662952,,,,0,0,0,1,0,0,0,,,,,,,0.627919953101993,,,,,,,Reported,,,0,0,0.715464569560214,81525.73,,,,,,,,478576.0,,0,,,,0.627,,,15735,0,,ISO 14000,100.0,0,1,,,,,,,0,,,1,1,,,,0
SN.L,,,,,,,,,,,,,0.507833384737389,,,,,,,,,,,,,,,,,0.036767188537631,,,,,,,Reported,,,,0,0.166796418840016,10980.0,,,,,,,,77212.0,,0,,,,0.758976091915181,,,857,0,,No,,0,0,,,,,,,0,,,0,1,,,,0
SSE.L,,,,,,,,,,,,,,,,0.047561415544091,,,,,,,,,,,,,,,,0.216554727726404,,,,,Reported,,6124.0,0,0,,,,,,,,,,9530000.0,,1,1345,,,,,,,0,,ISO 14000,,0,0,,0,,0.643643440599375,,0.0,0,,,0,1,,0.141361924821385,,0
SMT.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,1168.15,,0,,,,,,,,0,,No,,0,,,,,,,,0,,,0,0,,,,0
KGF.L,,,,,,,,,,,,,18.3140652951208,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,291419.0,,0,,,,0.757731958762887,,,,0,,No,,1,,,0,,,,,1,,,1,1,,,,0
LLOY.L,0,0,0,0,1,,,,,,,,0.063933211334562,,,,0,0,0,1,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,150263.0,,0,,,,0.73,,,,0,,No,,1,1,,,,,,,0,,,1,1,,,,0
NWG.L,0,0,0,0,1,,,,,,,,0.060113750216524,,0.036410352311589,,0,0,0,1,0,0,0,,,,,,,,,,,,,,Reported,5871.0,,,0,,,,,,,,,,110503.0,,0,,,,0.792112900282914,,,,1,,No,,1,0,,,,,,,0,,,0,1,,,,0
SDR.L,0,0,0,1,1,,,,,,,,0.030086844097253,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,6828.0,,0,,,,0.75,,,,0,,No,,1,0,,,,,,,0,,,0,0,,,,0
NXT.L,,,,,,,,,,,,,2.36231906225784,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,117604.0,,0,,,,0.951810133994695,,,,0,,No,,0,,,,,,,,0,,,0,1,,,,0
ITRK.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,184192.0,,0,,,,,,,,1,,ISO 14000,,1,0,,,,,,,1,,,0,1,,,,1
BTRW.L,0,0,0,1,1,,,,,,,,,,,,0,0,1,1,1,0,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,24583.0,,0,,,,,,,,0,,ISO 14000,100.0,0,0,,,,,,,0,,,0,1,,,,0
