Instrument,Audit Oversight of Tax,Named Position for Tax Oversight,Tax Breakdown by Country,Tax Breakdown by Domestic or International,Tax Data Verification,Tax Fairness Commitment,Tax in Audit Tor,Tax Oversight by Board,Policy Tax Transparency,Taxes Align to Revenues,CSR Sustainability Committee,Integrated Strategy in MD&A,Global Compact Signatory,Stakeholder Engagement,CSR Sustainability Reporting,GRI Report Guidelines,CSR Sustainability Report Global Activities,CSR Sustainability External Audit,CSR Sustainability External Auditor Name,ESG Reporting Scope,ESG Period Last Update Date,UNPRI Signatory,SDG 2 Zero Hunger,SDG 3 Good Health and Well-being,SDG 4 Quality Education,SDG 5 Gender Equality,SDG 6 Clean Water and Sanitation,SDG 7 Affordable and Clean Energy,SDG 8 Decent Work and Economic Growth,"SDG 9 Industry, Innovation and Infrastructure",SDG 10 Reduced Inequality,SDG 11 Sustainable Cities and Communities,SDG 12 Responsible Consumption and Production,SDG 13 Climate Action,SDG 14 Life Below Water,SDG 15 Life on Land,SDG 16 Peace and Justice Strong Institutions,SDG 17 Partnerships to achieve the Goal
UU.L,,,,,,,,,,,True,True,False,True,True,,True,True,,100.0,2024-11-22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSHP.L,,,,,,,,,,,False,,False,False,False,,,,,,2025-02-14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HLN.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTB.L,,,,,,,,,,,True,True,False,True,True,True,True,True,Corporate Citizenship,100.0,2025-02-28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PRU.L,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,,True,True,Deloitte LLP,100.0,2025-07-04,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
MKS.L,,,,,,,,,,,True,True,True,True,True,True,True,True,DNV GL Business Assurance Services UK Limited,100.0,2024-11-22,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False
IMB.L,,,,,,,,,,,True,False,False,True,True,True,True,True,Ernst & Young LLP,73.62263,2025-03-28,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False
EXPN.L,,,,,,,,,,,False,True,False,True,True,,True,True,PricewaterhouseCoopers LLP,100.0,2025-01-31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GSK.L,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,DNV GL Business Assurance Services UK Limited,100.0,2025-07-18,False,False,True,False,True,True,False,True,True,True,False,True,True,False,True,True,True
LAND.L,,,,,,,,,,,True,True,False,True,True,,True,True,Ernst & Young LLP,75.0,2024-11-22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BEZG.L,,,,,,,,,,,False,True,False,True,True,,True,,,100.0,2025-03-28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BP.L,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,Deloitte LLP,100.0,2025-07-11,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
JD.L,,,,,,,,,,,True,True,False,False,True,,True,,,100.0,2024-11-22,False,,,,,,,,,,,,,,,,
ABF.L,,,,,,,,,,,True,True,False,True,True,,True,True,Ernst & Young LLP,100.0,2025-06-13,False,True,True,False,True,True,True,True,True,True,False,True,True,False,True,False,False
AAL.L,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,IBIS ESG Consulting Africa (Pty) Ltd,100.0,2025-07-11,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ADML.L,,,,,,,,,,,True,True,False,True,True,,True,True,Carbon Trust,100.0,2025-07-11,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False,False
RTO.L,True,True,False,False,False,True,False,True,True,True,True,True,False,True,True,,True,,,100.0,2025-06-13,False,False,True,True,True,False,False,True,False,False,False,True,True,False,False,False,True
RMV.L,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,,True,,,100.0,2024-12-05,False,False,False,True,True,False,False,True,False,False,True,True,True,False,False,False,False
SBRY.L,,,,,,,,,,,True,True,False,True,True,,True,,,100.0,2025-07-04,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PHNX.L,,,,,,,,,,,True,True,False,True,True,,True,True,Ernst & Young LLP,51.0,2025-07-25,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True
IHG.L,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Lloyd's Register Quality Assurance Ltd (LRQA),100.0,2025-01-23,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
BT.L,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,Lloyd's Register Quality Assurance Ltd (LRQA),78.94456,2025-05-23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MNDI.L,,,,,,,,,,,True,True,True,True,True,True,True,True,ERM Certification and Verification Services (ERM CVS),100.0,2025-06-06,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True
BATS.L,True,False,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True,True,Corporate Citizenship,100.0,2025-07-18,False,True,True,False,True,True,False,True,True,True,False,True,True,False,True,True,True
PSON.L,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,Corporate Citizenship,100.0,2024-11-22,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
PCT.L,,,,,,,,,,,False,True,False,False,False,,,,,,2024-11-22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SPX.L,,,,,,,,,,,True,True,False,False,True,,True,True,TUV UK Ltd,100.0,2025-07-11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSN.L,,,,,,,,,,,True,True,False,True,True,,True,True,Bureau Veritas,100.0,2025-07-11,False,False,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False
RIO.L,,,,,,,,,,,True,True,True,True,True,True,True,True,KPMG Australia,100.0,2025-07-25,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
CCH.L,,,,,,,,,,,True,True,False,True,True,True,True,True,Denkstatt GmbH,100.0,2025-06-06,False,False,True,True,False,True,False,True,False,False,True,False,True,False,False,False,True
ALWA.L,,,,,,,,,,,False,True,False,False,True,,True,True,Carbon Footprint Ltd,100.0,2024-12-20,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RR.L,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,,True,True,Bureau Veritas UK Limited,100.0,2025-06-27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SN.L,,,,,,,,,,,True,True,False,True,True,,True,,,100.0,2025-01-23,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False
SSE.L,,,,,,,,,,,True,True,True,True,True,True,True,True,PricewaterhouseCoopers,100.0,2024-11-22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SMT.L,,,,,,,,,,,False,True,False,False,False,,,,,,2024-11-14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KGF.L,,,,,,,,,,,True,True,True,True,True,True,True,True,Deloitte LLP,100.0,2025-02-14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LLOY.L,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,Deloitte LLP,98.82351,2025-07-25,False,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False
NWG.L,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,Ernst & Young LLP,100.0,2025-07-25,False,False,False,True,True,False,True,True,False,True,False,False,True,False,False,False,True
SDR.L,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,,True,,,100.0,2025-03-21,True,False,True,True,True,False,True,True,False,True,False,True,True,False,True,True,False
NXT.L,,,,,,,,,,,True,True,False,True,True,,True,True,PricewaterhouseCoopers LLP,85.0,2025-01-10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ITRK.L,,,,,,,,,,,True,True,False,True,True,True,True,True,Ernst & Young LLP,100.0,2024-11-22,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False
BTRW.L,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,,True,True,DNV GL Business Assurance Services UK Limited,100.0,2024-11-22,False,False,True,False,True,False,True,True,False,False,True,True,False,False,True,False,False
SHEL.L,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,Lloyd's Register Quality Assurance Ltd,100.0,2025-06-13,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
GLEN.L,False,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,Deloitte LLP,100.0,2025-07-25,False,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,False
VOD.L,,,,,,,,,,,True,True,True,True,True,True,True,True,Grant Thornton UK LLP,100.0,2025-01-23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BARC.L,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,KPMG LLP,100.0,2025-07-04,True,False,True,True,False,False,True,True,True,False,True,False,True,False,False,False,False
FCIT.L,,,,,,,,,,,False,True,False,False,False,,,,,,2025-01-23,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False
UTG.L,,,,,,,,,,,True,True,False,True,True,True,True,True,,100.0,2025-01-24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DPLM.L,,,,,,,,,,,False,True,False,False,True,,True,,,100.0,2024-11-22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ICGIN.L,,,,,,,,,,,False,True,False,True,True,,True,,,100.0,2025-07-25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BAES.L,True,False,False,False,False,True,False,True,True,True,True,True,False,True,True,,True,True,Deloitte LLP,100.0,2025-07-04,False,False,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True
DCC.L,,,,,,,,,,,True,True,False,False,True,,True,True,Ernst & young,100.0,2024-11-22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ULVR.L,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,PricewaterhouseCoopers LLP,100.0,2025-07-11,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
EDV.L,,,,,,,,,,,True,True,False,True,True,True,True,False,,100.0,2025-07-25,False,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,False
LSEG.L,True,False,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True,True,SGS SA,100.0,2025-07-25,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True
TSCO.L,,,,,,,,,,,True,True,True,True,True,,True,True,KPMG LLP,100.0,2024-11-22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LGEN.L,,,,,,,,,,,True,True,True,True,True,True,True,False,,90.40499,2025-07-18,True,False,True,True,True,False,True,True,True,False,True,False,True,False,False,False,False
