Instrument,Board Conflicts of Interest,Board Effectiveness Review,Board Oversight of Health and Safety,Board Related Party Transactions,Chief Legal Officer Report to Board,Code of Conduct Non-Compliance,Code of Conduct Oversight,Compliance Head Report to Board,C-Suite Risk Oversight,Chairperson Independent,Lead Independent Director,Bonus Cap Senior Executives,CEO Claw-Back,Executive Claw-Back,Executive Compensation Risk,Code of Conduct Claims,Targets Board Diversity Percent,Bonus Cap High Paid Staff,Bonus Cap Senior Executives Percent,Targets Board Diversity - Target Set Year,Targets Board Diversity - Target Year,Median Salary Gap,Current CEO Chairman Duality,Board Functions Policy,Corporate Governance Board Committee,Nomination Board Committee,Audit Board Committee,Compensation Board Committee,Board Structure Policy,Policy Board Size,Policy Board Independence,Policy Board Diversity,Policy Board Experience,Policy Executive Compensation Performance,Policy Executive Compensation ESG Performance,Policy Executive Retention,Compensation Improvement Tools,Internal Audit Department Reporting,Succession Plan,External Consultants,Audit Committee Independence,Audit Committee Mgt Independence,Audit Committee Expertise,Audit Committee NonExecutive Members,Compensation Committee Independence,Compensation Committee Mgt Independence,Compensation Committee NonExecutive Members,Nomination Committee Independence,Nomination Committee Mgt Independence,Nomination Committee Involvement,Nomination Committee NonExecutive Members,Board Attendance,Number of Board Meetings,Board Meeting Attendance Average,Committee Meetings Attendance Average,Board Size More Ten Less Eight,Board Size,Board Background and Skills,"Board Gender Diversity, Percent","Board Specific Skills, Percent",Average Board Tenure,Non-Executive Board Members,Independent Board Members,Strictly Independent Board Members,CEO Chairman Duality,CEO Board Member,Chairman is ex-CEO,Board Member Affiliations,Board Individual Re-election,Board Member Membership Limits,Board Member Term Duration,Executive Compensation Policy,Executive Individual Compensation,Total Senior Executives Compensation,Highest Remuneration Package,CEO Compensation Link to TSR,Executive Compensation LT Objectives,Sustainability Compensation Incentives,Shareholders Approval Stock Compensation Plan,Board Member Compensation,Board Member LT Compensation Incentives,Executive Compensation Controversies,Mgt Compensation Controversies Count,Recent Mgt Compensation Controversies,"Board Cultural Diversity, Percent","Executive Members Gender Diversity, Percent",Chief Diversity Officer,Executives Cultural Diversity,Total Senior Executives Compensation To Revenues in million,Ethnic Minorities Board Percentage,Asian - Ethnic Minorities Board Percentage,Black or African American - Ethnic Minorities Board Percentage,Hispanic or Latino - Ethnic Minorities Board Percentage,White - Ethnic Minorities Board Percentage,Other - Ethnic Minorities Board Percentage
MCD.N,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,,,,,,,,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,,False,,,False,7,98.0,98.0,2,12,True,25.0,75.0,11.2916666666667,91.6666666666667,91.6666666666667,41.6666666666667,False,True,False,1.33333333333333,False,999,1,True,False,52147500,20028100.0,True,False,False,True,4041600,1,False,,,8.33333333333333,45.4545454545455,,,2245.52058528435,25.0,,16.67,8.33,75.0,
HD.N,True,True,False,True,False,False,True,False,False,False,True,False,True,True,False,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,5,75.0,75.0,2,12,True,25.0,33.3333333333333,8.125,91.6666666666667,91.6666666666667,,True,True,True,1.5,True,999,1,True,False,35040162,13995092.0,True,False,False,True,3312000,,False,,,,20.0,,,265.234743774128,25.0,0.0,16.7,8.3,75.0,0.0
SPG.N,True,True,False,True,False,False,True,False,True,False,True,False,True,True,True,,,,,,,,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,5,75.0,75.0,4,14,True,28.5714285714286,57.1428571428571,13.5,85.7142857142857,78.5714285714286,35.7142857142857,True,True,True,0.571428571428571,True,999,1,True,False,20524200,10475200.0,True,False,True,True,3195250,1,False,,,,0.0,,,4011.14761403145,18.0,,,,,
HBAN.OQ,,,,,False,,,False,,False,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,16,75.0,75.0,8,18,True,33.3333333333333,55.5555555555556,5.70833333333333,94.4444444444444,88.8888888888889,61.1111111111111,True,True,True,0.5,True,999,1,True,False,29562300,9619180.0,True,False,False,True,7192120,0,False,,,,28.5714285714286,,,4934.45167751627,26.667,6.667,13.333,6.667,73.333,
LVS.N,True,True,True,True,False,True,True,False,True,False,False,False,True,False,False,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,75.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,9,75.0,75.0,0,9,True,33.3333333333333,63.6363636363636,8.68181818181818,81.8181818181818,63.6363636363636,,True,True,True,0.181818181818182,True,999,1,True,True,28313415,11623680.0,True,True,True,True,2835362,5,False,,,,0.0,,,6888.90875912409,79.0,5.0,1.0,1.0,21.0,72.0
CTRA.N,,,,,False,,,False,,False,,,,,,,,,,,,131.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,15,75.0,75.0,0,10,True,40.0,71.4285714285714,6.33928571428571,85.7142857142857,85.7142857142857,,True,True,True,0.857142857142857,True,999,1,True,False,59749600,14554700.0,True,False,False,True,2430160,0,False,,,,7.14285714285714,,,17323.7460133372,10.0,,,,,
ON.OQ,,,,,False,,,False,,True,,,,,,,,,,,,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,7,75.0,75.0,0,10,True,20.0,72.7272727272727,5.29545454545455,90.9090909090909,90.9090909090909,72.7272727272727,False,True,False,1.54545454545455,True,999,1,True,False,36915200,12825600.0,True,False,True,True,3003350,0,False,,,,0.0,,,5477.19516899611,20.0,20.0,,,80.0,
AIG.N,,,,,False,,,False,,True,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,12,75.0,75.0,3,13,True,23.0769230769231,71.4285714285714,6.66071428571429,85.7142857142857,85.7142857142857,50.0,True,True,True,1.0,True,999,1,True,False,88259300,21905200.0,True,False,True,True,4370600,0,False,,,,28.5714285714286,,,1686.46195589865,20.0,,20.0,,80.0,
AIZ.N,,,,,False,,,False,,True,,,,,,,,,,,,258.2,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,100.0,True,True,100.0,87.5,True,100.0,100.0,True,0.0,100.0,False,10,75.0,75.0,2,12,True,25.0,41.6666666666667,7.77083333333333,91.6666666666667,91.6666666666667,50.0,False,True,False,0.583333333333333,True,999,1,True,False,27052800,11504800.0,True,True,False,True,3327710,3,False,,,,28.5714285714286,,,2655.41137438898,25.0,,,,,
CARR.N,,,,,False,,,False,,False,,,,,,,,,,,,,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,,False,,,False,8,97.0,100.0,0,9,True,22.2222222222222,77.7777777777778,1.80555555555556,77.7777777777778,77.7777777777778,77.7777777777778,True,True,True,1.22222222222222,True,999,1,True,False,34333300,14892800.0,True,False,True,True,2685220,,False,,,,10.0,,,1665.61393295493,13.0,,,,,
EVRG.OQ,,,,,False,,,False,,False,,,,,,,,,,,,84.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,7,100.0,100.0,3,13,True,38.4615384615385,73.3333333333333,8.95,80.0,80.0,40.0,False,True,False,0.466666666666667,True,999,1,True,False,30478600,11138100.0,True,False,True,True,3295110,0,False,,,,27.2727272727273,,,5455.56410761272,15.0,,5.0,4.0,85.0,6.0
SMCI.OQ,,,,,False,,,False,,False,,,,,,,,,,,,241.0,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,9,75.0,75.0,0,8,True,25.0,80.0,12.925,80.0,70.0,,True,True,True,0.2,False,999,3,True,False,21793561,18098671.0,True,False,False,True,2544965,1,False,,,,16.6666666666667,,,6126.22314698678,,,,,,
COST.OQ,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,,,,,,,170.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,True,4,100.0,,1,11,True,27.2727272727273,54.5454545454545,13.9772727272727,72.7272727272727,72.7272727272727,36.3636363636364,False,True,False,0.636363636363636,True,999,1,True,False,33129160,9905070.0,True,True,True,True,2459952,3,False,,,,7.14285714285714,True,,145.973016558422,9.09,,,,90.91,9.09
MCO.N,,,,,False,,,False,,False,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,14,85.0,85.0,0,10,True,30.0,83.3333333333333,7.29545454545455,83.3333333333333,83.3333333333333,50.0,True,True,True,1.08333333333333,False,999,1,True,False,21974400,9750160.0,True,False,True,True,3631370,1,False,,,,33.3333333333333,,,3533.99807011901,30.0,,10.0,10.0,70.0,10.0
DIS.N,True,True,False,True,False,False,False,False,False,False,True,True,True,True,False,,,,,,,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,6,75.0,75.0,2,12,True,41.6666666666667,41.6666666666667,4.72916666666667,83.3333333333333,83.3333333333333,75.0,True,True,True,0.833333333333333,True,15,1,True,False,133813031,45899796.0,True,False,True,True,3164415,0,True,1,,,36.3636363636364,True,,1984.82647067549,36.0,,,,,
LULU.OQ,True,True,False,True,False,True,True,False,True,False,False,True,True,True,False,,,,,,,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,11,75.0,75.0,1,11,True,54.5454545454545,54.5454545454545,6.54545454545455,90.9090909090909,81.8181818181818,54.5454545454545,False,True,False,0.909090909090909,False,999,3,True,False,20679843,10590106.0,False,False,False,True,2165721,1,False,,,,66.6666666666667,,,4697.95807653959,,,,,,
PAYX.OQ,True,True,False,True,False,True,True,False,False,False,True,False,True,True,False,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,4,98.0,98.0,0,10,True,20.0,40.0,15.6,80.0,80.0,30.0,True,True,True,1.1,True,999,1,True,False,24053128,11025026.0,True,False,False,True,2738353,1,False,,,,22.2222222222222,,,5215.67491380619,10.0,,,,,
WSM.N,,,,,False,,,False,,True,,,,,,,,,,,,1239.0,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,75.0,75.0,True,0.0,75.0,False,5,75.0,75.0,2,6,True,50.0,25.0,6.6875,75.0,87.5,62.5,False,True,False,1.625,True,10,1,True,False,49318700,24133500.0,True,False,False,True,1619710,1,False,,,,50.0,,,7270.72365656866,26.37,14.43,3.48,3.98,73.63,4.48
AMD.OQ,True,True,False,True,False,False,False,False,False,False,True,True,False,True,False,,,,125.0,,,230.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,75.0,100.0,True,80.0,85.7143,True,0.0,85.7143,False,6,75.0,75.0,0,8,True,25.0,75.0,6.625,75.0,87.5,75.0,False,True,False,1.5,True,999,1,True,False,60215500,29498100.0,True,False,True,True,2371480,1,False,,,,12.5,,,3664.08056468297,20.0,20.0,,,80.0,
REG.OQ,,,,,False,,,False,,False,,,,,,,,,,,,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,12,75.0,75.0,2,12,True,25.0,75.0,8.85416666666667,83.3333333333333,83.3333333333333,58.3333333333333,True,True,True,1.0,True,999,1,True,False,16525500,7026320.0,True,False,True,True,2352680,1,False,,,,20.0,,,14170.8684914591,9.0,,9.0,,91.0,
DHI.N,True,True,True,True,False,True,False,False,True,False,False,False,True,True,False,,,,,,,284.0,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,True,8,100.0,100.0,1,7,True,28.5714285714286,42.8571428571429,14.0714285714286,85.7142857142857,85.7142857142857,42.8571428571429,True,False,True,0.285714285714286,True,999,1,True,False,99581800,50553900.0,True,True,False,True,1080650,5,False,,,,0.0,,,3585.40660037013,14.29,,,,,
TTD.OQ,,,,,False,,,False,,False,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,6,75.0,75.0,1,7,True,28.5714285714286,66.6666666666667,6.16666666666667,77.7777777777778,66.6666666666667,44.4444444444444,True,True,True,0.666666666666667,False,999,3,True,False,863908000,834969000.0,True,False,False,True,1520500,1,False,,,,25.0,,,722047.355972151,0.0,,,,100.0,
TRV.N,,,,,True,,,False,,False,,,,,,,,,,,,181.0,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,5,75.0,75.0,3,13,True,30.7692307692308,57.1428571428571,9.92857142857143,78.5714285714286,78.5714285714286,35.7142857142857,True,True,True,1.85714285714286,True,999,1,True,False,43358200,19853700.0,True,False,True,True,3262140,1,False,,,,23.0769230769231,,,1245.28117640301,15.0,,,,85.0,15.0
MOS.N,,,,,False,,,False,,True,,,,,,,,,,,,512.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,6,92.0,92.0,2,12,True,25.0,50.0,7.5625,91.6666666666667,91.6666666666667,66.6666666666667,False,True,False,1.0,True,999,1,True,False,26815700,12297000.0,True,False,True,True,2813280,1,False,,,8.33333333333333,20.0,,,2170.01149109036,,,,,,
WDC.OQ,,,,,False,,,False,,True,,,,,,,,,,,,,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,,False,,,False,24,75.0,75.0,0,8,True,50.0,62.5,8.0625,87.5,87.5,62.5,True,True,True,1.125,True,999,1,True,False,50046600,17093400.0,True,False,False,True,2572400,2,False,,,,14.2857142857143,,,2957.48729464602,22.0,,,,,
VTR.N,,,,,False,,,False,,False,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,7,98.0,98.0,1,11,True,36.3636363636364,41.6666666666667,9.66666666666667,91.6666666666667,91.6666666666667,50.0,True,True,True,0.916666666666667,True,999,1,True,False,38315000,14263700.0,True,False,True,True,3185340,2,False,,,,33.3333333333333,,,10009.1170085763,18.18,,,,,
IVZ.N,,,,,False,,,False,,True,,,,,,,,,,,,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,10,75.0,75.0,3,13,True,23.0769230769231,28.5714285714286,6.17857142857143,85.7142857142857,85.7142857142857,,False,True,False,2.14285714285714,True,999,1,True,False,33813500,12897800.0,True,False,False,True,4096620,1,False,,,53.8461538461538,11.1111111111111,,,4904.41656392777,,,,,,
ZBRA.OQ,,,,,False,,,False,,True,,,,,,,,,,,,225.0,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,8,75.0,75.0,0,8,True,25.0,25.0,12.53125,87.5,87.5,50.0,False,True,False,0.5,False,999,3,True,False,26636400,13589600.0,True,False,False,True,2221820,0,False,,,,30.0,,,4733.67691487471,22.0,11.11,11.11,,77.78,
AMAT.OQ,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,6,75.0,75.0,1,11,True,36.3636363636364,50.0,11.25,91.6666666666667,83.3333333333333,50.0,False,True,False,0.666666666666667,True,999,1,True,False,68641300,35265600.0,True,False,True,True,3450000,0,False,,,,12.5,,,2976.25200537658,30.0,30.0,,,70.0,
STX.OQ,,,,,False,,,False,,True,,,,,,,,,,,,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,6,83.0,83.0,1,11,True,18.1818181818182,72.7272727272727,7.47727272727273,81.8181818181818,81.8181818181818,63.6363636363636,True,True,True,0.818181818181818,True,999,1,True,False,24608700,11641200.0,True,False,False,True,3950830,1,False,,,9.09090909090909,12.5,,,2303.96966576163,27.27,18.18,9.09,,72.73,
FDS.N,,,,,False,,,False,,True,,,,,,,,,,,,358.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,6,75.0,75.0,0,9,True,33.3333333333333,80.0,8.975,90.0,90.0,60.0,False,True,False,0.5,False,999,3,True,False,14149600,5468750.0,True,False,True,True,1042020,0,False,,,,37.5,,,8891.01134185805,11.11,11.11,,,88.89,
KVUE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYK.N,False,True,False,True,False,True,False,False,False,False,True,False,True,True,False,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,16.6666666666667,100.0,False,8,75.0,75.0,0,10,True,40.0,60.0,10.4,90.0,90.0,60.0,True,True,True,1.1,True,999,1,True,False,39549171,18563214.0,True,False,True,True,2994696,1,False,,,,22.2222222222222,,,2143.70269391295,50.0,30.0,20.0,,50.0,
DELL.N,,,,,False,,,False,,False,,,,,,,,,,,,14.0,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,100.0,True,True,100.0,100.0,True,,66.6667,True,33.3333333333333,66.6667,False,5,75.0,75.0,1,7,True,28.5714285714286,57.1428571428571,5.28571428571429,85.7142857142857,57.1428571428571,57.1428571428571,True,True,True,1.71428571428571,True,999,1,True,False,43957000,15057700.0,True,True,False,True,1324770,4,False,,,14.2857142857143,33.3333333333333,,,507.176647052036,,,,,,
VRSN.OQ,,,,,False,,,False,,False,,,,,,,,,,,,50.0,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,False,5,75.0,75.0,0,9,True,22.2222222222222,44.4444444444444,13.3333333333333,88.8888888888889,88.8888888888889,44.4444444444444,True,True,True,0.333333333333333,True,999,1,True,False,20468700,10118300.0,True,False,False,True,2707030,0,False,,,,0.0,,,15418.0539025897,12.5,,12.5,,87.5,
TECH.OQ,True,True,False,True,False,True,False,False,False,True,False,True,True,True,False,,,,200.0,,,181.0,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,True,4,100.0,100.0,0,9,True,22.2222222222222,55.5555555555556,11.1388888888889,88.8888888888889,88.8888888888889,44.4444444444444,False,True,False,0.888888888888889,True,999,1,True,False,31485862,15370548.0,True,False,False,True,2393652,1,False,,,,20.0,,,28478.5550638161,11.0,11.0,,,89.0,
NVR.N,,,,,False,,,False,,False,,,,,,,,,,,,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,100.0,True,True,100.0,100.0,True,100.0,100.0,True,0.0,100.0,True,6,100.0,100.0,2,12,True,25.0,66.6666666666667,15.1666666666667,91.6666666666667,83.3333333333333,41.6666666666667,True,False,True,0.916666666666667,True,999,1,True,False,8778750,4162400.0,True,True,False,True,1054000,4,False,,,,0.0,,,978.672383462318,,,,,,
