Instrument,ESG Score Grade,ESG Combined Score Grade,ESG Score,ESG Combined Score,ESG Controversies Score,Social Pillar Score Grade,Governance Pillar Score Grade,Environmental Pillar Score Grade,Social Pillar Score,Governance Pillar Score,Environmental Pillar Score,Resource Use Score Grade,Emissions Score Grade,Environmental Innovation Score Grade,Workforce Score Grade,Human Rights Score Grade,Community Score Grade,Product Responsibility Score Grade,Management Score Grade,Shareholders Score Grade,CSR Strategy Score Grade,Resource Use Score,Emissions Score,Environmental Innovation Score,Workforce Score,Human Rights Score,Community Score,Product Responsibility Score,Management Score,Shareholders Score,CSR Strategy Score
LOW.N,A-,A-,76.0296283619561,76.0296283619561,100.0,A,B+,B,85.3473570784252,71.4608385221068,64.4611442272788,B+,B+,C+,B,A,A+,A,B+,B+,A-,71.3389121338912,72.7083333333333,43.4931506849315,66.1048689138577,90.8296943231441,98.314606741573,84.4230769230769,70.1222980659841,68.2167235494881,83.0197132616487
BSX.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYY.N,B,C+,63.4264609097789,45.011102795315,26.5957446808511,B,A-,C+,62.0977303523035,80.4953456129927,44.7385888501742,C+,C-,A-,C,B,A-,B+,A,B-,A-,46.4285714285714,29.2,76.219512195122,38.1481481481481,62.962962962963,80.3703703703704,69.140625,87.3448773448773,56.2914862914863,82.5534759358289
FCX.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAS.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
META.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAYC.N,B-,B-,50.5548076103456,50.5548076103456,100.0,B+,C,C,72.696783072477,34.5622046798517,40.3078137373553,D-,B+,B-,B-,D+,A+,A-,C+,D-,D+,2.99539170506912,71.7638691322902,52.5641025641026,57.9736211031175,21.900826446281,96.5827338129496,76.8665850673195,46.5079365079365,4.92063492063492,19.2959001782531
EXPE.OQ,C+,C+,43.8509015129502,43.8509015129502,45.3947368421053,C,D+,B+,38.1669176854537,24.4298729592847,74.9031285072951,B,A+,C-,C,B+,C+,D+,D,C-,B+,64.1818181818182,93.9236111111111,30.46875,38.0258899676375,71.6386554621849,49.5145631067961,17.056856187291,13.5209235209235,27.7777777777778,73.9527629233512
RJF.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICI.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNH.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEN.OQ,B+,B+,74.3908647077708,74.3908647077708,100.0,B+,A-,B+,71.5412063490785,76.8244298465591,74.4585558302782,A+,A,B-,B+,A-,A+,C-,B+,A+,A+,94.5966514459665,88.8017118402283,52.1834061135371,73.2667450058755,78.8177339901478,96.1809635722679,32.9136690647482,68.245164960182,93.8993174061433,94.1084229390681
LLY.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRMN.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PODD.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISRG.OQ,B-,B-,58.0328839155686,58.0328839155686,64.4927536231884,B+,B-,C+,68.3264472293931,51.4079167020343,43.1866885948519,B+,B+,D-,A,B+,B+,B-,C+,B,B-,67.7350427350427,66.734693877551,0.0,86.9085173501577,67.8733031674208,72.397476340694,53.6977491961415,48.3838383838384,62.3376623376623,50.1336898395722
AVB.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBRE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CINF.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WMB.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA.OQ,B+,B+,69.3248837336721,69.3248837336721,100.0,B+,B+,C+,72.0506639132345,73.6548232147153,47.0677534666356,A,A,D-,A-,A-,A+,C-,A-,B+,B-,84.0943683409437,85.6633380884451,0.0,79.8472385428907,78.8177339901478,94.5358401880141,32.9136690647482,78.0005688282139,74.7298065984073,50.3136200716846
TMUS.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CB.N,C+,C+,45.5602770441685,45.5602770441685,74.0740740740741,C,B-,C,38.76841295197,55.9705882352941,38.1008677934863,D+,B,C,C,C,C+,C-,B+,D-,C+,24.2738589211618,63.3458646616541,34.2948717948718,40.1694915254237,34.1860465116279,44.7457627118644,32.8070175438597,72.7941176470588,5.63725490196078,47.3529411764706
TXN.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLZ.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRO.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BALL.N,B+,B+,69.3138832827675,69.3138832827675,100.0,A-,C,A-,76.4345960122791,38.1762442350677,81.7521356236549,A+,A+,C,A+,A,B,B-,D+,B-,A+,97.1910112359551,93.8202247191011,37.8378378378378,93.956043956044,85.632183908046,60.989010989011,51.685393258427,22.0923520923521,51.2121212121212,99.041889483066
PFG.OQ,B+,B-,67.6650558046682,53.7399353097415,39.8148148148148,A-,B-,A-,75.8069177674182,54.4859236623942,78.7059353618646,A,A+,B+,B+,B-,A+,A-,C+,C+,A,91.0788381742739,93.796992481203,69.551282051282,70.3389830508475,53.0232558139535,95.0847457627119,76.3157894736842,49.2496392496392,49.8268398268398,87.6559714795009
KEYS.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCG.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RL.N,A-,A-,77.6564548308982,77.6564548308982,100.0,A,B,A-,86.6534256030223,59.7811540484666,79.599988810901,A,B+,A-,A,A,A+,A-,B+,D-,A,84.8387096774194,71.474358974359,80.1652892561983,87.1875,88.0,93.4375,79.6774193548387,71.8856655290102,0.639931740614334,87.9704301075269
JPM.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTWO.OQ,C+,C+,46.8524778460555,46.8524778460555,82.4503311258278,B+,C,D+,69.7903041255558,34.3902120770997,22.5533068291945,C+,C-,D-,B,A-,B-,A+,D+,A-,C,48.0213089802131,29.4579172610556,0.0,59.51821386604,78.8177339901478,54.75910693302,91.6666666666667,20.7195676905575,79.3941979522184,35.2374551971326
CDW.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMD.N,B+,B+,70.3201455688413,70.3201455688413,85.5072463768116,A-,B-,A-,77.6714333460776,58.1497326203208,75.6584685156114,A+,A,C+,A,C+,A,A,B,B-,B+,93.3760683760684,87.1428571428571,50.0,84.7003154574132,43.4389140271493,90.0630914826498,91.4790996784566,58.6580086580087,50.3318903318903,67.3351158645276
LNT.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COO.OQ,B-,B-,55.8898203002694,55.8898203002694,64.4927536231884,B-,B+,C+,50.0084873586475,69.2291259938319,43.8993546136403,B+,B,D-,B,C-,A-,C,A-,C+,B,73.2905982905983,64.2857142857143,0.0,65.4574132492114,27.1493212669683,78.0757097791798,36.0128617363344,77.5036075036075,48.1240981240981,59.5142602495544
CMG.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCAR.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNRC.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHTR.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM.N,A,B-,86.1421123929757,50.6291957313716,15.1162790697674,A,A-,A,88.2605279542046,78.0306991483462,90.1887141328295,A,A+,B-,A+,A,A+,B+,A-,B+,A-,88.9294403892944,98.9130434782609,52.863436123348,99.6527777777778,91.6223404255319,95.3596287703016,71.2740384615385,78.5137085137085,73.4054834054834,82.5534759358289
SNA.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAL.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESS.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHC.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLDR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBHT.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMI.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNR.N,B,B,64.4901540422203,64.4901540422203,100.0,B,B-,B+,63.3201781581513,57.275641025641,71.780555207149,A,B,B+,D+,A,A,C+,B,B-,C,90.0159744408946,64.2857142857143,67.6526717557252,16.8939393939394,88.5146804835924,87.1969696969697,45.1388888888889,62.5,50.9615384615385,40.625
CRL.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECK.N,B,B,62.9635043987905,62.9635043987905,100.0,B+,C+,B+,69.0946127579191,48.7781202979926,67.4521890878582,A,A,C-,B+,B+,A,B-,C-,A,A,91.2903225806452,86.8589743589744,29.7520661157025,67.8125,74.0,89.0625,50.6451612903226,29.792377701934,85.9357224118316,87.9704301075269
HPQ.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROP.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LW.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGT.N,A,B,84.2928318720666,60.6948030328075,37.0967741935484,A+,B+,A,92.1780848366401,72.1244714382995,89.0326929784551,A+,A+,C-,A,A,A+,A,B+,B,A-,98.4042553191489,94.1489361702128,32.7868852459016,87.6237623762376,91.304347826087,98.5148514851485,89.4736842105263,73.4215017064846,60.537542662116,83.0197132616487
NTAP.OQ,B,B,62.9675309383294,62.9675309383294,84.0,B-,A,B-,52.8294625171162,85.4560004240727,57.676833976834,A,B+,C+,A-,C-,B,B-,A,A,B+,84.2857142857143,72.5225225225225,44.6428571428571,75.8771929824562,33.0,59.6491228070175,58.1081081081081,87.471558589306,90.1734926052332,68.3019713261649
OXY.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TER.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAB.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOW.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXC.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR.N,B+,B+,68.4147357734166,68.4147357734166,100.0,B+,B,B,74.421049063143,64.322921087627,63.2962801131395,B,A,C,B,A-,A,B,B-,A,B-,60.8910891089109,87.1517027863777,38.671875,59.1168091168091,78.6206896551724,91.025641025641,63.6887608069164,58.1962481962482,88.961038961039,57.9991087344028
EMN.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZO.N,B-,B-,53.3503256375059,53.3503256375059,100.0,B+,C,C,74.3554515339191,38.7875392581275,35.7978408486782,C,B-,D-,B,B,A,A,C-,C,B+,36.4583333333333,55.1652892561983,5.92105263157895,62.4528301886792,58.3333333333333,84.3396226415094,84.1603053435115,32.4242424242424,40.966810966811,67.3351158645276
TEL.N,B+,B-,67.0684024656134,55.1251103237158,43.1818181818182,A,C-,A-,83.526862368975,32.275641025641,80.1166818589449,A+,B,A-,A,A,A+,C-,C,D-,C,95.3125,63.719512195122,78.7735849056604,90.4069767441861,86.6666666666667,95.0581395348837,32.2289156626506,39.4230769230769,2.88461538461538,40.625
FRT.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUK.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMI.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVN.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCL.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VTRS.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAH.N,A-,B,75.333641615907,63.4243965655293,51.5151515151515,B+,A,B+,68.0871835130333,87.841184958832,73.0453039488355,B,A,B,A,B+,B+,C,A,A+,A-,66.6158536585366,84.5375722543353,60.0,83.4507042253521,71.602787456446,73.1220657276995,38.4892086330935,85.6709956709957,98.6002886002886,82.5534759358289
MKC.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IEX.N,B-,B-,57.6470783803566,57.6470783803566,78.5714285714286,C+,A-,B-,45.6850729714522,77.6028067792774,54.0869032169109,B-,D+,B+,C-,B+,B,D-,A+,D,A,58.0670926517572,21.9101123595506,67.6526717557252,31.2878787878788,71.3298791018998,62.8030303030303,6.71296296296296,96.1760461760462,8.98989898989899,87.6559714795009
VLO.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPD.N,B,B,61.5125663032002,61.5125663032002,100.0,B,A-,C+,62.7937571827808,83.2848088730442,41.981074042118,C,C,C+,C+,B+,B+,B+,A,A,C,39.6174863387978,36.5789473684211,50.0,43.0412371134021,69.0625,74.2268041237113,74.331550802139,91.010101010101,89.3939393939394,35.4946524064171
LH.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SW.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRI.N,B-,C+,51.3723995011697,48.3835681716375,45.3947368421053,B,C,C+,64.1509994046433,38.4560733384263,44.4262065095398,B,C-,D-,B,C,C+,A,C,D+,C+,64.5454545454545,30.0347222222222,0.0,62.621359223301,40.7563025210084,49.5145631067961,83.4448160535117,41.4285714285714,23.3621933621934,46.2344028520499
MAA.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNJ.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COR.N,B+,B-,73.7527263400119,57.5285370830494,41.304347826087,B+,A,B-,68.8637144553671,90.9277084571202,50.7431910493135,B+,A,D-,A,C+,A-,B+,A+,A-,A+,68.1623931623932,87.5510204081633,0.0,84.0694006309148,43.4389140271493,82.1766561514196,69.4533762057878,94.2135642135642,77.9076479076479,94.0285204991087
SHW.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GD.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBAC.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPWR.OQ,B,C+,61.6565385746429,45.6720192873214,29.6875,B-,B,B+,55.9411150039953,62.9868715162833,68.406635199583,C+,B,A+,B+,B-,B+,C-,B,B,B+,44.6058091286307,59.2213114754098,94.3243243243243,68.3908045977011,54.8888888888889,72.9885057471264,26.4705882352941,61.4862914862915,61.6883116883117,72.4376114081996
COP.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORCL.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMP.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NXPI.OQ,A,B+,85.9811785747207,71.1155892873604,56.25,A-,A,A+,82.4068633142331,84.8881673881674,91.8067047133523,A+,A+,A,A,A,A,B,A+,B+,B-,97.7178423236515,96.1065573770492,83.7837837837838,89.0804597701149,86.8888888888889,89.4636015325671,59.6078431372549,94.8863636363637,70.4545454545455,56.547619047619
CPRT.OQ,B,B,60.1184292282783,60.1184292282783,62.874251497006,A-,B-,D+,79.1483066652581,56.3563930622754,18.0357534347347,C,D+,D-,A-,B+,B+,A+,C+,B+,A-,40.7834101382488,19.9857752489331,0.0,79.3165467625899,69.7520661157025,69.6043165467626,97.1848225214198,48.4704184704185,68.7878787878788,77.1390374331551
TXT.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.N,A-,C+,77.923939201532,42.3273542161506,6.73076923076923,A,B,A-,87.0431253785836,59.0754321930793,78.6536859522994,A,A,B-,B+,A,A+,A+,B-,B-,A-,87.2395833333333,88.25,57.8740157480315,71.4622641509434,83.9887640449438,95.5188679245283,98.0582524271845,55.050505050505,56.8398268398268,82.5534759358289
MTCH.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAQ.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFIV.OQ,B+,B+,69.8392174704327,69.8392174704327,100.0,B+,A-,C-,69.2600477366721,82.6020711314829,28.9588035768002,B,C-,D-,B,C+,A-,A-,A,B+,B+,65.2073732718894,32.5035561877667,0.0,58.9328537170264,43.1404958677686,78.7769784172662,76.8665850673195,89.3073593073593,67.027417027417,72.4376114081996
LEN.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDNS.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVDA.OQ,B+,B+,74.5256890676571,71.8782291492132,69.2307692307692,B+,A,B,72.2769670624857,87.9957878168822,66.3925995337471,A-,A+,C-,A+,B-,B,A-,A,A-,A+,79.6137339055794,96.4730290456432,32.3699421965318,98.2558139534884,55.0691244239631,64.7286821705426,80.9236947791165,89.1780432309443,81.4135381114903,91.9578853046595
WELL.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLD.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROST.OQ,B,B,58.9002836067336,58.9002836067336,100.0,B-,B+,C+,55.8620736507985,68.8832923532362,45.6858437935844,B,B,D-,B,C,B,B,A,D,B+,63.8075313807531,61.0416666666667,0.0,60.8614232209738,39.0829694323144,58.4269662921348,59.6153846153846,85.2246871444824,10.4237770193402,74.8655913978495
MRK.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEC.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMO.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEHC.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LYB.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBM.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IQV.N,B-,B-,57.3244021320473,57.3244021320473,100.0,A-,B-,C,80.462890945428,51.3952409246527,34.595542564852,C,C,D-,A+,B+,A,B+,C+,C-,A+,41.5966386554622,33.4782608695652,0.0,97.6907630522088,68.5185185185185,85.0401606425703,67.0431211498973,49.7113997113997,28.5858585858586,94.0285204991087
VRTX.OQ,B-,B-,56.502524812862,56.502524812862,89.3939393939394,B+,C,B,69.0978907589442,35.7495685142744,59.1341815874806,B-,A-,D,A-,B-,A,B,C-,C,B-,57.7743902439024,77.0231213872832,10.0,79.2253521126761,51.7421602787456,86.0328638497653,64.5083932853717,29.7691197691198,40.8513708513709,57.9991087344028
DXCM.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEP.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOS.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLK.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HII.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVS.N,B+,C,73.7464655519611,38.6589470616948,3.57142857142857,A,C+,A+,89.7814675577833,45.3719265483971,92.0115387451154,A+,A+,C+,A,A,A+,A,D+,A+,A,98.1060606060606,98.9051094890511,50.0,86.5714285714286,84.7222222222222,94.0,90.9356725146199,20.9379509379509,98.6291486291486,87.6559714795009
PH.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSC.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HWM.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAX.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
