Instrument,ESG Score Grade,ESG Combined Score Grade,ESG Score,ESG Combined Score,ESG Controversies Score,Social Pillar Score Grade,Governance Pillar Score Grade,Environmental Pillar Score Grade,Social Pillar Score,Governance Pillar Score,Environmental Pillar Score,Resource Use Score Grade,Emissions Score Grade,Environmental Innovation Score Grade,Workforce Score Grade,Human Rights Score Grade,Community Score Grade,Product Responsibility Score Grade,Management Score Grade,Shareholders Score Grade,CSR Strategy Score Grade,Resource Use Score,Emissions Score,Environmental Innovation Score,Workforce Score,Human Rights Score,Community Score,Product Responsibility Score,Management Score,Shareholders Score,CSR Strategy Score
VICI.N,B+,B+,70.6102063244615,70.6102063244615,100.0,B,B+,A-,62.8003536080108,71.7077047833022,75.9545653077417,A-,A,C-,B-,B-,A,C,B+,A+,B-,77.7333333333333,87.0603015075377,27.1929824561404,56.3260340632603,55.6140350877193,86.7396593673966,38.2731958762887,69.1266741071429,94.23828125,50.8169934640523
UNH.N,A-,B-,78.7848246705178,56.6337916456037,34.4827586206897,B+,A,B+,70.7051964174869,90.625990847728,74.4936001233712,A-,A,D-,A+,A,A+,D+,A+,A-,B,81.4393939393939,91.2213740458015,0.0,97.4860335195531,90.0,94.6927374301676,23.2142857142857,98.33984375,83.1891741071429,63.2119514472456
ARE.N,A-,A-,80.3027729502999,80.3027729502999,100.0,A,A-,B+,87.0045679055079,81.6199023011983,73.7804556617675,B-,A+,A-,A-,B+,A+,A+,A+,C,A,52.9333333333333,93.8442211055276,81.9298245614035,79.9270072992701,69.1228070175439,93.7956204379562,92.2680412371134,94.04296875,38.2114955357143,84.6171802054155
GEN.OQ,A-,A-,80.2916055055053,80.2916055055053,100.0,B+,A,A-,73.2564864980939,87.4627793825863,76.5810897328049,A+,A+,B-,B+,A,A+,C,A,A,A+,94.8248407643312,97.8550295857988,52.2613065326633,74.5614035087719,86.8141592920354,96.1988304093567,33.7756332931242,86.7047991071429,85.2260044642857,94.6078431372549
LLY.N,B,B-,64.9961014344254,54.7202729394349,44.4444444444444,A-,C-,A-,82.0460425713971,28.6883060515873,79.7610181243157,A+,B+,B,A,B-,A+,A+,D,C,A-,94.6483180428135,68.7683284457478,63.1147540983607,89.2533936651584,54.9242424242424,97.3981900452489,97.3995271867612,16.5876116071429,34.9748883928571,79.7619047619048
DAY.N,B,B,66.6508842407132,66.6508842407132,100.0,A-,B,C+,75.6123218472432,64.9432663690476,46.6202988312248,A+,B+,D-,A+,B+,A+,C,B+,C,B+,92.2770700636943,71.3757396449704,0.0,99.1228070175438,67.9646017699115,98.7719298245614,33.7756332931242,71.1356026785714,37.59765625,75.0
GRMN.N,B,B,65.0853230422169,65.0853230422169,100.0,B+,B,B-,71.8333518745133,66.5755192331326,50.6795931744367,B+,B-,C,B-,B+,B+,A-,A-,B-,D-,67.6829268292683,51.123595505618,39.8305084745763,55.9405940594059,67.5,69.8019801980198,82.8125,81.7961165048544,55.5825242718447,6.9620253164557
PODD.OQ,B+,B,72.7923680681139,58.7646050866885,44.7368421052632,B+,A,B-,70.0191093109525,83.8483857084501,56.9254531893848,B-,B+,C+,A-,C,A-,A,A,A,B+,53.3185840707965,66.7364016736402,50.0,76.1398176291793,33.6492890995261,82.2188449848024,86.3354037267081,85.3655133928571,88.5184151785714,69.2577030812325
ISRG.OQ,B-,B-,54.2320129716255,54.2320129716255,100.0,C+,B+,C+,41.9177392353806,74.7866792257412,44.930143325783,B+,B+,D-,A,D,B+,D,B+,A-,B+,71.8220338983051,68.3467741935484,0.0,86.1702127659574,16.5158371040724,73.1003039513678,9.44272445820433,73.9334470989761,81.9539249146758,68.3019713261649
AVB.N,B+,B+,67.888903793106,67.888903793106,100.0,A-,B-,B+,79.2150958148863,52.2207207535792,72.2038871046964,B,A-,A-,A,A,A+,C,C+,C,A,61.7333333333333,80.7788944723618,81.9298245614035,87.956204379562,86.6666666666667,96.7153284671533,38.2731958762887,49.0652901785714,41.1411830357143,84.6171802054155
TPR.N,B+,B+,74.7531228407116,74.7531228407116,100.0,A-,A-,B+,75.2610831124611,75.8775081213041,71.3755516756389,A+,A+,D-,A-,B-,A+,B,A-,B-,A+,98.5232067510548,96.3362068965517,0.0,76.7045454545455,55.1801801801802,99.8106060606061,60.6299212598425,78.1668526785714,57.12890625,92.5536881419234
CBRE.N,A,A,86.8134532812692,86.8134532812692,100.0,A-,A,A,80.4484165291812,90.9691037873483,89.7574773377013,A-,A+,A+,B+,A,A+,B,A,A+,A+,82.6876513317191,92.8048780487805,96.078431372549,72.4248927038627,90.5405405405405,95.1716738197425,63.6363636363636,87.9045758928571,98.7583705357143,94.6078431372549
CINF.OQ,B-,B-,54.1727317087798,54.1727317087798,100.0,B-,B,D+,54.9311600368628,64.1815172249456,21.4918760119916,C+,C+,D-,B,C,B+,C-,A-,C-,C,47.9591836734694,42.7238805970149,5.59210526315789,62.7868852459016,40.0966183574879,73.1147540983606,32.5259515570934,79.2829241071429,32.4637276785714,36.2511671335201
WMB.N,B+,B+,73.0867469568311,73.0867469568311,100.0,B-,A,A-,57.221443072161,86.1455719440554,81.2340293224271,A+,A+,D-,A,D+,A+,D+,A,A-,A,96.0606060606061,93.646408839779,0.0,86.1413043478261,24.1379310344828,92.6630434782609,20.3389830508475,87.3465401785714,83.1612723214286,84.6171802054155
EA.OQ,B+,B,72.0066104582753,61.2873961382286,50.5681818181818,B+,A-,C+,74.370238620335,78.3613506166356,44.0396550207917,A,B+,D-,A-,A,A+,C,A,A-,B-,84.6337579617834,71.2278106508876,0.0,82.514619883041,86.8141592920354,95.4970760233918,33.7756332931242,84.47265625,76.3532366071429,50.8169934640523
TMUS.OQ,B,C,59.3456624745947,36.7040812372974,14.0625,B,C,A-,61.9256193765063,38.8799469440554,79.291056343486,A+,B+,B,B-,B+,A+,C+,C-,C+,A,99.7326203208556,75.0,60.8333333333333,56.5727699530516,67.3295454545455,93.6619718309859,44.7368421052632,28.41796875,43.26171875,84.6171802054155
CB.N,C+,C+,47.4833478153077,47.4833478153077,100.0,C+,B-,C,42.6900860948001,55.8188524910962,39.2532498097184,D+,B+,C,B-,C,C+,C-,B+,D-,C+,24.7916666666667,69.2452830188679,34.0764331210191,50.1700680272109,36.150234741784,45.9183673469388,33.2746478873239,72.3039215686274,5.14705882352941,49.4011976047904
TXN.OQ,A-,A-,76.9241769018452,76.9241769018452,100.0,A,C,A+,84.4680739182729,39.8267475392935,97.4658429730505,A+,A+,A+,A+,B+,A+,A-,C-,C+,A,98.4444444444444,98.4978540772532,95.8860759493671,94.2460317460317,70.4878048780488,99.8015873015873,83.0543933054393,29.1434151785714,45.5775669642857,84.6171802054155
MDLZ.OQ,A-,A-,81.4814113507841,81.4814113507841,100.0,A,B,A,90.8855446846132,62.3409598214286,84.1106831106984,A,A-,A,A+,A-,A+,A+,C+,A+,B+,90.3658536585366,77.8177458033573,84.2995169082126,95.7373271889401,82.3529411764706,93.8799076212471,92.7680798004988,48.92578125,98.6188616071429,75.0
BRO.N,C,C,34.4803234850254,34.4803234850254,100.0,C+,C,D,42.2621175089465,33.8280946058979,9.20073103868413,C-,D+,D-,B-,D+,C+,C-,D+,B,C,27.3469387755102,18.6567164179104,0.0,55.2459016393443,23.1884057971014,47.2131147540984,32.5259515570934,24.0931919642857,64.6623883928571,36.2511671335201
BALL.N,B+,B+,71.2957938118291,71.2957938118291,100.0,A-,C,A-,81.7047975409472,35.9497800123144,82.8448385456394,A+,A+,C,A+,A,A,B-,D+,C,A+,97.2222222222222,96.1111111111111,38.8157894736842,97.2826086956522,85.2272727272727,84.2391304347826,52.247191011236,22.141638225256,39.8890784982935,99.081541218638
