Instrument,Biodiversity Targets,Targets Pollution,Cost of Pollution and Waste,Policy Waste,Commitment to Align Disclosures with TCFD Recommendations,Scope 1 Estimated Date,Emission Controversies Count,Fossil Fuel Debt Finance count,Climate Risk Insurance Count,Wastewater Management Controversies Count,Low Carbon Transition Controversies Count,Pollution Controversies Count,Total Waste To EVIC USD in million,Water Pollutant Emissions To EVIC USD in million,Ozone-Depleting Substances To EVIC USD in million,SOx Emissions To EVIC USD in million,Biodiversity Due Diligence,Biodiversity Risk Assessment,Biodiversity Commitment,Targets Waste,Policy Pollution,Facilities Water Discharge,Reporting Against the TCFD Recommendations,Scope 2 Estimated Date,Recent Emission Controversies Count,Recent Fossil Fuel Debt Finance Count,Recent Climate Risk Insurance Count,Recent Wastewater Management Controversies Count,Recent Pollution Controversies Count,Total Hazardous Waste To EVIC USD in million,Flaring Gases To EVIC USD in million,NOx Emissions To EVIC USD in million,VOC Emissions To EVIC USD in million,Accidental Spills To EVIC USD in million,"GHG Emissions Direct, Scope 1 - 5 year CAGR","GHG Emissions Indirect, Scope 2 - 5 year CAGR",CO2 Estimation Method,Ozone-Depleting Substances,NOx Emissions,VOC or Particulate Matter Emissions Reduction,Particulate Matter Emissions Reduction,Total Hazardous Waste To Revenues USD in million,Non-Hazardous Waste,TRWASTERECYCLINGRATIO,TRWASTEREDUCTIONINITIATIVES,Water Pollutant Emissions To Revenues USD in million,TRWATERPOLLUTANTEMISSIONS,"GHG Emissions Direct, Scope 1 - 3 year CAGR","GHG Emissions Indirect, Scope 2 - 3 year CAGR",Total CO2 Equivalent Emissions To Million Revenues USD YoY,Estimated CO2 Equivalents Emission Total,Flaring Gases,NOx and SOx Emissions Reduction,SOx Emissions,TRVOCEMISSIONSREDUCTION,TRVOCEMISSIONS,Waste Recycled To Total Waste,TRWASTETOTAL,TRWASTERECYCLEDTOTAL,Hazardous Waste,e-Waste Reduction,TRWATERDISCHARGED,ISO 14000 or EMS,EMS Certified Percent,Staff Transportation Impact Reduction,Environmental Expenditures Investments,Environmental Provisions,Self-Reported Environmental Fines,Flaring Gases To Revenues USD in million,NOx Emissions To Revenues USD in million,VOC Emissions To Revenues USD in million,Self-Reported Environmental Fines To Revenues in million,Environmental Restoration Initiatives,Accidental Spills,Environmental Expenditures,Environmental Investments Initiatives,Environmental Partnerships,Ozone-Depleting Substances To Revenues USD in million,SOx Emissions To Revenues USD in million,Accidental Spills To Revenues USD in million,Policy Nuclear Safety
HWDN.L,0,0,0,0,1,,,,,,,,,,,,0,0,0,1,0,0,1,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,51927.0,,0,,,,,,,,0,,ISO 14000,,0,1,,,,,,,1,,3500000,1,0,,,,0
SGRO.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJP.L,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,2358.0,,0,,,,,,,,0,,No,,1,0,,,,,,,0,,,0,0,,,,0
TW.L,0,0,0,1,0,,,,,,,,11.0809173942681,,,,1,1,1,1,1,0,0,,,,,,,0.002824240703421,,,,,,,Reported,,,0,0,0.003689567481451,61583.3,,,,,,,,16865.0,,0,,,,0.98,,,15.7,0,,No,,1,0,,0,,,,0.0,0,,,0,1,,,,0
AHT.L,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,411777.0,,0,,,,,,,,0,,No,,1,0,,0,,,,0.0,0,,,0,0,,,,0
HLMA.L,0,0,0,1,1,,,,,,,,0.609491146791342,,,,0,0,0,0,1,0,1,,,,,,,0.00808320390728,,,,,,,Reported,,,0,0,0.040261555871766,6845.0,,,,,,,,14091.0,,0,,,,0.39685743116621,,,92.0,0,,ISO 14000,20.0,1,0,,,,,,,0,,,0,1,,,,0
III.L,0,0,0,1,0,,,,,,,,0.002396830245394,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,299.0,,0,,,,0.466535433070866,,,,1,,No,,1,0,,,,,,,0,,,0,0,,,,0
HIK.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNA.L,0,0,0,1,1,,,,,,,,1.24337347725038,,,0.002240178026396,1,0,1,0,1,0,1,,,,,,,0.20400554560375,,0.092444679889254,,,,,Reported,0.0,1238.0,0,0,0.088637699425253,13919.0,,,,,,,,1743540.0,,0,30.0,,,,,,2732.0,0,,ISO 14000,89.0,1,0,,0,,0.040165985317885,0.0,0.0,0,,,0,1,0.0,0.000973327592517,,0
MNG.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKGH.L,1,0,0,1,1,,,,,,,,55.0142165366527,,,,0,0,1,1,1,0,1,,,,,,,0.57764467455305,,,,,,,Reported,,,0,0,1.32622431183595,384683.0,,,,,,,,5245.0,,0,,,,0.95,,,4082.0,0,,No,,1,0,,0,,,,0.0,1,,,0,1,,,,0
NG.L,1,1,0,1,1,,,,,,,,8.32464256544229,,,0.01143299719056,0,0,1,0,1,0,1,,,,,,,0.191665683965657,,0.02282707353962,,,,,Reported,,2346.0,0,0,0.737420149645078,795262.0,,,,,,,,7284000.0,,0,1175.0,,,0.810378401628901,,,19698.0,0,,ISO 14000,,1,1,1891000000,0,,0.08782554934853,,0.0,1,,100000000,1,1,,0.043987647265355,,0
RKT.L,0,1,0,1,1,,,,,,,,1.39958832310839,0.030415041453559,,,0,0,1,1,1,0,1,,,,,,,0.286432173186621,,,,,,,Reported,,,0,0,0.846287520493152,58302.0,,,0.08986375284266,,,,,339911.0,,0,,,,0.661546436756521,,,15002.0,0,,ISO 14000,100.0,0,1,62000000,,,,,,1,,,1,1,,,,0
WEIR.L,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,1,0,1,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,158114.0,,0,,,,,,,,0,,ISO 14000,,0,0,,0,,,,0.0,0,,,0,0,,,,0
IMI.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRON.L,0,0,0,1,1,,,,,,,,1.56264909733583,,,,0,1,1,1,1,0,1,,,,,,,0.167511316977911,,,,,,,Reported,,,0,0,0.423617988949425,15308.0,,,,,,,,94198.0,,0,,,,0.843053773474863,,,1838.0,0,,ISO 14000,65.0,1,1,50000000,,,,,,1,,10000000,0,0,,,,0
HSX.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPG.L,0,0,1,1,1,,,,,,,,,,,,0,0,1,1,1,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,212288.0,,0,,,,,,,,0,,No,,0,1,55000000,,,,,,1,,,1,1,,,,0
AUTOA.L,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,674.0,,0,,,,,,,,0,,No,,1,,,,,,,,1,,,0,1,,,,0
AV.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENT.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGE.L,1,0,0,1,1,,,,,,,,15.100007612926,0.335423112609626,0.004855314791633,0.014565944374898,1,1,1,1,0,0,1,,,,,,,0.066498562498618,,0.008373813836671,,,,,Reported,454.0,783.0,,0,0.306773891163846,1405720.0,,,1.54738763629187,,,,,599000.0,,1,1362.0,,,0.9999638794338,,,6218.0,0,,No,,0,1,,0,,0.038630420839706,,0.0,1,,300000000,1,1,0.022398736987518,0.067196210962554,,0
GAW.L,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,0,0,,1267.0,,,,,,,,5139.0,,0,,,,0.4,,,,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
INF.L,0,0,0,0,1,,,,,,,,,,,,0,0,0,1,0,0,1,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,5370.0,,0,,,,0.516620498614958,,,,0,,No,,1,1,,,,,,,0,,,1,1,,,,0
UU.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSHP.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLN.L,0,0,0,1,1,,,,,,,,,,,9.01075148e-05,0,0,0,0,0,0,1,,,,,,,,,0.002144558852242,7.208601184e-05,,,,Reported,,119.0,0,0,,,,,,,,,,192000.0,,0,5.0,,,,,,,0,,No,,0,0,,,,0.008467577464441,0.000284624452586,,0,,,0,0,,0.000355780565733,,0
WTB.L,0,0,0,1,1,,,,,,,,,,,,0,0,0,1,1,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,152965.0,,0,,,,0.57,,,,0,,No,,0,1,46000000,,,,,,0,,550000000,1,1,,,,0
PRU.L,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,1,0,1,,,,,,,,,,,,,,Reported,,,,0,,385.0,,,,,,,,18529.0,,0,,,,,,,,0,,No,,0,0,,0,,,,,0,,,0,1,,,,0
MKS.L,1,0,0,1,1,,,,,,,,8.14167575573764,,,,0,0,1,1,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,362000.0,,0,,,,,,,,0,,No,,0,0,,,,,,,1,,,0,1,,,,0
IMB.L,0,0,0,1,1,,,,,,,,,,,,0,0,1,1,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,181907.0,,0,,,,,,,,0,,ISO 14000,86.0,0,0,,0,,,,0.0,1,,,0,1,,,,0
EXPN.L,0,0,0,0,1,,,,,,,,0.025373577475721,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,0,0,0.0,870.0,,,,,,,,21176.0,,0,,,,0.597701149425287,,,0.0,0,,ISO 14000,,1,0,,,,,,,1,,,0,0,,,,0
GSK.L,1,0,0,1,1,,,,,,,,0.523528630398883,,1.1068259e-08,,0,0,1,1,1,0,1,,,,,,,0.209190086988137,,,,,,,Reported,0.001,,0,0,0.481473294831502,28400.0,,,,,,,,755000.0,,0,,,,0.492600422832981,,,18900.0,0,,No,,0,1,,7900,,,,0.251784803671596,0,,2400000,1,1,2.5474778e-08,,,0
LAND.L,0,0,0,1,1,,,,,,,,2.89779785114541,,,,0,0,0,0,1,0,1,,,,,,,,,,,,,,Reported,,,,0,0.0,29368.0,,,,,,,,23748.0,,0,,,,1.0,,,0.0,1,,ISO 14000,,0,0,,,,,,,0,,,0,0,,,,0
BEZG.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP.L,1,0,0,1,1,,1,,,,,,3.07809409956069,0.008554504693568,,0.052878119671781,0,0,1,0,1,0,1,,,,,,,1.13452943429122,3.60158748431132,0.246764558468312,0.164509705645542,1.3894959767e-05,,,Reported,,42000.0,0,0,1.02069402965351,330800.0,,,0.007696170415202,,,,,35200000.0,613000,1,9000.0,,,0.472418400458103,,,193100.0,0,,ISO 14000,100.0,0,1,1518000000,,3.24021460475196,0.222004915823136,0.148003277215424,,0,2.36496,2184000000,1,1,,0.047572481962101,1.250077966e-05,0
JD.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABF.L,0,0,0,1,1,,,,,,,,23.1395985024545,,,,0,0,1,0,1,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,2868000.0,,0,,,,0.87,,,,0,,ISO 14000,,0,1,,,,,,,1,,,1,1,,,,0
AAL.L,1,0,0,1,1,,,,,1,,,9.83088329039915,,,0.149459037089933,0,1,1,0,1,0,1,,,,,,,2.79866471524272,,0.463146032043896,,,,,Reported,,30356.0,0,0,6.7216196408941,460913.0,,,,,,,,11600000.0,,0,9796.0,,,0.729170352574548,,,183433.0,0,,ISO 14000,74.28571,0,0,2537000000,571420,,1.11234884573104,,20.938805423232,0,,,0,1,,0.358959325760352,,0
ADML.L,0,0,0,1,1,,,,,,,,,,,,0,1,0,1,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,2568.0,,0,,,,,,,,0,,No,,1,1,,,,,,,1,,,1,1,,,,0
RTO.L,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,1,0,1,,,,,,,,,,,,,,Reported,,,0,,,,,,,,,,,316558.0,,,,,,,,,,1,,ISO 14000,26.0,1,0,,,,,,,1,,,,1,,,,
RMV.L,0,0,0,1,1,,,,,,,,,,,,0,0,0,1,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,215.69,,0,,,,0.41,,,,0,,No,,1,,,,,,,,1,,,0,1,,,,0
SBRY.L,0,0,0,1,1,,,,,,,,2.20980086115578,,,,0,0,0,1,0,0,1,,,,,,,,,,,,,,Reported,,,,0,0.0,35509.0,,,,,,,,696090.0,,0,,,,0.28,,,0.0,0,,No,,0,1,,,,,,,1,,71996113,1,1,,,,0
PHNX.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IHG.L,0,0,0,1,1,,,,,,,,,,,,0,1,1,1,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,2585290.0,,0,,,,,,,,1,,No,,0,0,,,,,,,1,,,0,1,,,,0
BT.L,0,0,0,1,1,,,,,,,,1.70501873233977,,,,0,0,0,1,1,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,681719.0,,0,,,,0.764,,,,1,,Both,,1,1,,0,,,,0.0,1,,,1,1,,,,0
MNDI.L,1,0,0,1,1,,,,,,,,128.986429230105,3.4862080391354,0.000411795456015,0.089113408206392,0,0,1,1,0,0,1,,,,,,,2.03544611115921,,0.615187550295228,,,,,Reported,3.78,5647.0,1,1,2.4335144168146,1165323.0,,,4.16799908223528,,,,,2100000.0,,1,818.0,,,0.529534876060699,,,18684.0,0,,ISO 14000,81.0,0,1,,,,0.735498603711841,,,1,,,1,1,,0.106541147128792,,0
BATS.L,1,0,0,1,1,,,,,,,,0.875813047182994,,,,1,1,1,1,1,0,1,,,,,,,0.009502492374499,,,,,,,Reported,,,,0,0.037080293144561,109400.0,,,,,,,,562000.0,,0,,,,0.879746835443038,,,1200.0,0,,ISO 14000,27.0,0,0,,,,,,,1,,,0,1,,,,0
PSON.L,0,0,0,1,1,,,,,,,,0.139399479184019,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,18037.0,,0,,,,0.326,,,,1,,ISO 14000,,1,,,,,,,,0,,,0,1,,,,0
PCT.L,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,0,,No,,0,,,,,,,,0,,,0,0,,,,0
SPX.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSN.L,0,0,0,1,1,,,,,,,,,,,,0,0,0,1,1,0,1,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,23282.0,,0,,,,0.98,,,,0,,EMS,,0,0,,,,,,,1,,,0,0,,,,0
RIO.L,1,0,0,1,1,,,,,,,2,8333.28745042398,,,0.631881129050909,1,1,1,0,1,1,1,,,,,,,70.9952041092462,,0.551939236546487,,,,,Reported,,64900.0,1,1,155.577919415558,971525000.0,,,,,,,,25400000.0,,1,74300.0,,,0.008103601180969,,,8348000.0,1,,ISO 14000,,0,1,15731000000,604800,,1.20951209512095,,11.2713854411271,1,,1142000000,1,1,,1.38469566513847,,0
CCH.L,1,0,0,1,1,,,,,,,,,,,,0,1,1,1,1,0,1,,,,,,,,,,,,,,Reported,0.003,4566.0,,0,0.291359005388446,148372.0,,,0.321716386344455,,,,,684789.0,,0,5437.0,,,0.977106637821866,,,3244.0,0,,ISO 14000,100.0,0,1,,,,0.410094087115796,,,1,0.0,120200000,1,1,2.6944421e-07,0.488322722656282,,0
ALWA.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSE.L,0,0,0,1,1,,,,,,,,0.167398773656322,,,0.036886815372727,0,0,0,0,1,0,1,,,,,,,0.00398686836813,,0.106850281057227,,,,,Reported,,3870.0,0,0,0.009373713684593,5918.6,,,,,,,,6520000.0,,1,1336.0,,,0.94,,,144.4,0,,ISO 14000,100.0,0,1,,,,0.251220719940277,,,0,,837500000,1,1,,0.086726326056902,,0
SMT.L,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,0,,No,,0,,,,,,,,0,,,0,0,,,,0
KGF.L,0,0,0,0,1,,,,,,,,19.631809664687,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,226512.0,,0,,,,0.66839378238342,,,,0,,No,,0,,,0,,,,,1,,,1,1,,,,0
LLOY.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWG.L,0,0,0,0,1,,,1,,,,,0.037221552270318,,,,0,0,0,1,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,56286.0,,0,,,,0.850050454086781,,,,0,,No,,0,1,,,,,,,1,,,1,1,,,,0
SDR.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NXT.L,0,0,0,1,0,,,,,,,,2.61329232284842,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,86488.0,,0,,,,0.949548701966895,,,,0,,No,,0,,,,,,,,0,,,0,1,,,,0
ITRK.L,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,173557.0,,0,,,,,,,,1,,ISO 14000,,1,0,,0,,,,0.0,1,,,0,1,,,,1
BTRW.L,0,0,0,1,1,,,,,,,,,,,,0,0,1,1,0,0,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,21855.0,,0,,,,,,,,0,,ISO 14000,100.0,1,0,,,,,,,1,,,0,1,,,,0
SHEL.L,0,0,0,1,1,,2,,,,,2,9.91560142428654,0.008458630301815,,0.07825164596393,1,0,1,0,1,0,1,,1,,,,,3.1747810648223,8.57041836747804,0.342816734699121,0.119240603373607,8.9318664465e-05,,,Reported,,92000.0,1,1,2.99670784208897,1809000.0,,,0.007984186386786,,,,,58000000.0,2300000,1,21000.0,,,0.273581360390831,,,852000.0,0,,ISO 14000,100.0,0,1,883000000,,8.08970426855004,0.323588170742002,0.112552407214609,,1,23.97,148000000,1,1,,0.073862517234587,8.4308787529e-05,0
