Instrument,Biodiversity Targets,Targets Pollution,Cost of Pollution and Waste,Policy Waste,Commitment to Align Disclosures with TCFD Recommendations,Scope 1 Estimated Date,Emission Controversies Count,Fossil Fuel Debt Finance count,Climate Risk Insurance Count,Wastewater Management Controversies Count,Low Carbon Transition Controversies Count,Pollution Controversies Count,Total Waste To EVIC USD in million,Water Pollutant Emissions To EVIC USD in million,Ozone-Depleting Substances To EVIC USD in million,SOx Emissions To EVIC USD in million,Biodiversity Due Diligence,Biodiversity Risk Assessment,Biodiversity Commitment,Targets Waste,Policy Pollution,Facilities Water Discharge,Reporting Against the TCFD Recommendations,Scope 2 Estimated Date,Recent Emission Controversies Count,Recent Fossil Fuel Debt Finance Count,Recent Climate Risk Insurance Count,Recent Wastewater Management Controversies Count,Recent Pollution Controversies Count,Total Hazardous Waste To EVIC USD in million,Flaring Gases To EVIC USD in million,NOx Emissions To EVIC USD in million,VOC Emissions To EVIC USD in million,Accidental Spills To EVIC USD in million,"GHG Emissions Direct, Scope 1 - 5 year CAGR","GHG Emissions Indirect, Scope 2 - 5 year CAGR",CO2 Estimation Method,Ozone-Depleting Substances,NOx Emissions,VOC or Particulate Matter Emissions Reduction,Particulate Matter Emissions Reduction,Total Hazardous Waste To Revenues USD in million,Non-Hazardous Waste,TRWASTERECYCLINGRATIO,TRWASTEREDUCTIONINITIATIVES,Water Pollutant Emissions To Revenues USD in million,TRWATERPOLLUTANTEMISSIONS,"GHG Emissions Direct, Scope 1 - 3 year CAGR","GHG Emissions Indirect, Scope 2 - 3 year CAGR",Total CO2 Equivalent Emissions To Million Revenues USD YoY,Estimated CO2 Equivalents Emission Total,Flaring Gases,NOx and SOx Emissions Reduction,SOx Emissions,TRVOCEMISSIONSREDUCTION,TRVOCEMISSIONS,Waste Recycled To Total Waste,TRWASTETOTAL,TRWASTERECYCLEDTOTAL,Hazardous Waste,e-Waste Reduction,TRWATERDISCHARGED,ISO 14000 or EMS,EMS Certified Percent,Staff Transportation Impact Reduction,Environmental Expenditures Investments,Environmental Provisions,Self-Reported Environmental Fines,Flaring Gases To Revenues USD in million,NOx Emissions To Revenues USD in million,VOC Emissions To Revenues USD in million,Self-Reported Environmental Fines To Revenues in million,Environmental Restoration Initiatives,Accidental Spills,Environmental Expenditures,Environmental Investments Initiatives,Environmental Partnerships,Ozone-Depleting Substances To Revenues USD in million,SOx Emissions To Revenues USD in million,Accidental Spills To Revenues USD in million,Policy Nuclear Safety
REL.L,0,0,0,1,1,,,,,,,,0.030784333528649,,,,0,0,0,1,0,0,1,,,,,,,,,,,,,,Reported,,,,0,0.0,2192.0,,,,,,,,49695.0,,0,,,,0.93,,,0.0,1,,ISO 14000,55.0,1,,,,,,,,1,,,0,1,,,,0
SMIN.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,66412.0,,0,,,,,,,,0,,ISO 14000,,0,0,,0,,,,0.0,0,,,0,1,,,,0
BAB.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,242653.0,,0,,,,,,,,0,,ISO 14000,,0,0,,,,,,,0,,,0,0,,,,0
AZN.L,1,0,0,0,1,,,,,,,,0.130032976054038,0.002891293259815,,,0,0,1,1,0,0,1,,,,,,,0.047158638519037,,,0.000766310246097,,,,Reported,,,1,0,0.268086698559478,17628.0,,,0.016436379185932,,,,,428863.0,,0,,,,0.35073574605011,,,10031.0,0,,ISO 14000,14.28571,1,1,90000000,0,,,0.004356308629767,0.0,1,,30000000,1,1,,,,0
HSBA.L,0,0,0,0,1,,,,,,,,0.023606271342948,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,408000.0,,0,,,,0.615384615384615,,,,1,,No,,1,1,,,,,,,1,,,1,1,,,,0
CTEC.L,,,,,,,,,,,,,3.32519610682407,,,,,,,,,,,,,,,,,0.849024350478759,,,,,,,Reported,,,,0,2.79056076141883,16589.0,,,,,,,,40803.0,,0,,,,0.505015935718454,,,5688.0,0,,ISO 14000,,0,0,,,,,,,1,,,0,0,,,,0
WPP.L,,,,,1,,,,,,,,0.097348025431962,,,,,,,,,,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,69282.0,,0,,,,0.64,,,,1,,No,,1,,,,,,,,0,,,0,1,,,,0
FRES.L,,,,,1,,,,,,,,12081.4608425193,,,,,,,,,,1,,,,,,,1162.06290385678,,,,,,,Reported,,,0,0,6122.59928273228,139804450.0,,,,,,,,841519.0,,0,,,,,,,14878253.0,0,,ISO 14000,62.5,0,0,245688000,0,,,,0.0,0,,,0,1,,,,0
AAF.L,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,73057.3,,0,,,,,,,,1,,No,,0,0,,,,,,,1,,,0,0,,,,0
HWDN.L,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,56602.0,,0,,,,1.0,,,,0,,ISO 14000,100.0,0,0,,,,,,,0,,,0,0,,,,0
SGRO.L,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,3446.0,,0,,,,,,,,0,,No,,0,0,,0,,,,0.0,0,,,0,1,,,,0
SJP.L,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,2665.0,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
TW.L,,,,,1,,,,,,,,10.1184128513328,,,,,,,,,,1,,,,,,,0.001996368617814,,,,,,,Reported,,,0,0,0.003036031548239,89186.4,,,,,,,,22870.0,,0,,,,0.97,,,17.6,0,,No,,1,0,,,,,,,0,,,0,1,,,,0
AHT.L,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,318970.0,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
HLMA.L,0,0,0,1,1,,,,,,,,4.723930987658,,,,0,0,0,0,1,0,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,17134.0,,0,,,,,,,,0,,ISO 14000,23.0,1,0,,,,,,,0,,,0,1,,,,0
III.L,,,,,1,,,,,,,,0.010367034967923,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,603.7,,0,,,,0.527595884003742,,,,1,,No,,1,0,,,,,,,0,,,0,1,,,,0
HIK.L,,,,,,,,,,,,,3.02519773500405,,,,,,,,,,,,,,,,,2.20803626835757,,,,,,,Reported,,,0,0,8.37633489961555,7257.0,,,,,,,,142321.0,,0,,,,,,,19609.0,0,,ISO 14000,,0,0,,,,,,,0,,,0,0,,,,0
CNA.L,,,,,1,,,,,,,,1.45649417916768,,,0.00419367094777,,,,,,,1,,,,,,,0.434770770758192,,0.086454139538635,7.8389387716e-05,,,,Reported,0.0,1072,0,0,0.217747183039712,12669.0,,,,,,,,1038550.0,,0,52,,,,,,5391.0,0,,ISO 14000,87.0,1,0,,0,,0.043299013210642,3.9259926157e-05,0.0,0,,,0,1,0.0,0.00210032526768,,0
MNG.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,4801.17,,0,,,,,,,,0,,ISO 14000,,1,1,,0,,,,,0,,,1,1,,,,0
BKGH.L,,,,,,,,,,,,,46.7284711611439,,,,,,,,,,,,,,,,,0.317606738243413,,,,,,,Reported,,,0,0,0.855324834950248,380222.0,,,,,,,,8738.0,,0,,,,0.95,,,2602.0,0,,No,,0,0,,0,,,,0.0,1,,,0,1,,,,0
NG.L,1,0,0,1,1,,,,,,,,,,,0.003836139654594,1,0,1,1,1,0,0,,,,,,,,,0.024626758831786,,,,,Reported,,1958,0,0,,,,,,,,,,6484000.0,,0,305,,,,,,,1,,ISO 14000,100.0,0,1,2088000000,,,0.108441776956421,,,1,,128000000,1,1,,0.016892105194948,,0
RKT.L,0,1,0,1,1,,,,,,,,1.0954262299836,0.02625556302532,,,0,0,0,1,1,0,1,,,,,,,0.172054009881452,,,,,,,Reported,,,0,0,0.714075126154482,68614.0,,,0.108968366924317,,,,,358431.0,,0,,,,0.667231784174253,,,12785.0,0,,ISO 14000,98.0,0,1,55000000,0,,,,0.0,1,,,1,1,,,,0
WEIR.L,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,1,0,1,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,173801.0,,0,,,,,,,,0,,ISO 14000,,0,0,,0,,,,0.0,0,,,0,0,,,,0
IMI.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,45498.0,,0,,,,,,,,0,,No,,1,0,,,,,,,0,,,0,0,,,,0
MRON.L,,,,,1,,,,,,,,13.6889998930413,,,,,,,,,,1,,,,,,,0.880016773135835,,,,,,,Reported,,,0,0,1.15996992258901,151900.0,,,,,,,,723360.0,,0,,,,0.874402473881332,,,10436.0,0,,ISO 14000,74.0,1,0,135000000,,,,,,0,,,0,0,,,,0
HSX.L,0,0,0,0,1,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,2180.0,,0,,,,,,,,1,,No,,1,0,,,,,,,0,,,0,1,,,,0
CPG.L,0,0,0,1,1,,,,,,,,,,,,0,0,0,1,1,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,126914.0,,0,,,,,,,,0,,ISO 14000,71.0,0,0,,,,,,,0,,,0,1,,,,0
AUTOA.L,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,1029.0,,0,,,,,,,,0,,No,,1,,,,,,,,1,,,0,0,,,,0
AV.L,,,,,,,,,,,,,0.041482122623824,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,23223.0,,0,,,,0.59,,,,0,,No,,1,1,,,,,,,0,,11700000000,1,1,,,,0
ENT.L,,,,,1,,,,,,,,0.603488028857207,,,,,,,,,,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,28958.0,,0,,,,,,,,0,,ISO 14000,,0,1,,,,,,,1,,,1,0,,,,0
DGE.L,0,0,0,1,1,,,,,,,,7.04242138209431,0.220837987071248,0.009016216501432,0.001453271738718,0,0,1,1,1,0,0,,,,,,,0.015911842608612,,0.003099324422367,,,,,Reported,1216.0,418,,0,0.121890824773811,947652.0,,,1.69170378614315,,,,,691999.0,,0,196,,,0.999951568649334,,,2146.0,0,,ISO 14000,,0,1,,3897,,0.023742015263492,,0.306055132333307,1,,22000000,1,1,0.069067680766521,0.011132619597235,,0
GAW.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,4039.0,,0,,,,,,,,0,,No,,1,0,,,,,,,0,,,0,0,,,,0
INF.L,,,,,,,,,,,,,0.066041229159447,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,7445.0,,0,,,,0.542207792207792,,,,0,,No,,0,1,,,,,,,1,,,1,1,,,,0
UU.L,,,,,,,,,,,,,39.8849148026366,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,306525.0,,0,,,,0.96,,,,0,,ISO 14000,,0,0,,0,,,,0.0,1,,,0,1,,,,0
PSHP.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,2312.03,,0,,,,,,,,0,,No,,0,,,,,,,,0,,,0,0,,,,0
HLN.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTB.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,101246.0,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,1,,,,0
PRU.L,0,0,0,1,1,,,,,,,,0.004060988945996,,,,0,0,0,0,1,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,23028.0,,0,,,,,,,,0,,No,,0,0,,0,,,,,0,,,0,1,,,,0
MKS.L,,,,,,,,,,,,,9.28389366256268,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,338000.0,,0,,,,1.0,,,,0,,No,,0,0,,,,,,,1,,,0,1,,,,0
IMB.L,,,,,,,,,,,,,,,5.028892e-07,,,,,,,,,,,,,,,,,,,,,,Reported,0.018,,,0,,,,,,,,,,226192.0,,0,,,,,,,,0,,ISO 14000,78.0,0,0,,0,,,,0.0,1,,,0,1,,,,0
EXPN.L,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,28500.0,,0,,,,,,,,0,,ISO 14000,,1,0,,,,,,,0,,,0,1,,,,0
GSK.L,1,0,0,1,1,,,,,,,,0.37056914857865,,1.892691888e-06,,0,0,1,1,0,0,1,,,,,,,0.140789712363215,,,,,,,Reported,0.285,,0,0,0.634517417060133,34600.0,,,,,,,,918000.0,,0,,,,0.39247311827957,,,21200.0,0,,No,,0,1,,0,,,,0.0,0,,3,1,1,8.53006905e-06,,,0
LAND.L,,,,,,,,,,,,,3.08650397584655,,0.136830017455923,,,,,,,,,,,,,,,,,,,,,,Reported,1608.0,,,0,0.0,36272.0,,,,,,,,34540.0,,0,,,,0.999972430524923,,,0.0,0,,ISO 14000,100.0,0,0,,,,,,,0,,,0,1,,,,0
BEZG.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,1442.38,,0,,,,,,,,0,,No,,0,0,,,,,,,0,,,0,0,,,,0
BP.L,1,0,0,1,1,,,,,,,,3.04300834676721,0.010060534621576,,0.057785954173323,0,0,1,0,1,0,1,,,,,,,0.904350182812512,5.58790176856038,0.248479602945291,0.242701007527958,2.3806772972e-05,,,Reported,,43000,0,0,0.992145252600815,370100.0,,,0.011037219711042,,,,,35600000.0,967000,1,10000,,,0.481579946828712,,,156500.0,0,,ISO 14000,100.0,0,1,1745000000,,6.13037993140568,0.272602209979777,0.266262623701177,,0,4.11982,2195000000,1,1,,0.063395862785995,2.6117954342e-05,0
JD.L,0,0,0,1,0,,,,,,,,0.798657465556311,,,,0,0,0,0,1,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,47589.0,,0,,,,0.980000000906644,,,,0,,No,,0,,,,,,,,0,,,0,0,,,,0
ABF.L,,,,,,,,,,,,,21.881549333575,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,3004000.0,,0,,,,0.79,,,,0,,ISO 14000,,0,1,,75000,,,,5.4019014693172,1,,34000000,1,1,,,,0
AAL.L,1,0,0,1,1,,,,,,,,1.77771183428668,,,0.36219604230109,1,1,1,0,1,0,1,,,,,,,0.590500280964877,,0.36219604230109,,,,,Reported,,27000,1,1,1.059320402368,88501.0,,,,,,,,14760000.0,,1,27000,,,0.526214910956837,,,44019.0,0,,ISO 14000,,0,1,2556000000,,,0.649756942773259,,,0,,97000000,1,1,,0.649756942773259,,0
ADML.L,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,3854.0,,0,,,,,,,,0,,No,,1,1,,,,,,,0,,,1,1,,,,0
RTO.L,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,1,0,1,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,200102.0,,0,,,,,,,,1,,ISO 14000,13.5,1,1,10500000,,,,,,1,,2400000,0,1,,,,0
RMV.L,0,0,0,0,1,,,,,,,,,,,,0,0,0,1,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,241.97,,0,,,,0.5,,,,0,,No,,1,,,,,,,,0,,,0,1,,,,0
SBRY.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,917624.0,,0,,,,,,,,0,,No,,0,1,,,,,,,1,,,1,1,,,,0
PHNX.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,14978.0,,0,,,,,,,,0,,No,,1,0,,,,,,,1,,,0,1,,,,0
IHG.L,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,2159970.0,,0,,,,,,,,1,,No,,0,0,,,,,,,1,,,0,1,,,,0
BT.L,0,0,0,0,1,,,,,,,,0.870740551911282,,,,0,0,0,0,0,0,0,,,,,,,0.101665399316685,,0.012761795905786,0.000278829154244,,,,Reported,,595,,0,0.167237985496106,33508.0,,,,,,,,760787.0,,0,,,,0.963987486760105,,,4740.0,1,,ISO 14000,,1,0,,,,0.020992953875566,,,1,,,0,0,,,,0
MNDI.L,,,,,,,,,,,,,81.8475608120317,2.56572180481209,0.000207915969761,0.080948973771502,,,,,,,,,,,,,,1.21036081079799,,0.430659226797562,,,,,Reported,3.113,6448,1,1,2.28580994614157,1207332.0,,,4.84545795613223,,,,,2410530.0,,1,1212,,,0.615475570686456,,,18122.0,0,,ISO 14000,70.0,0,1,4000000,10632,,0.813315447120672,,,1,,0,1,1,,0.152875049924047,,0
BATS.L,1,0,0,1,1,,,,,,,,0.990615315835012,,,,1,1,1,1,1,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,718000.0,,0,,,,0.789,,,,0,,ISO 14000,37.0,0,0,,0,,,,0.0,1,,,0,1,,,,0
PSON.L,0,0,0,0,1,,,,,,,,0.106889745588837,,,,0,0,0,0,0,0,1,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,31143.0,,0,,,,,,,,1,,ISO 14000,,1,,,,,,,,0,,,0,1,,,,0
PCT.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,127.096,,0,,,,,,,,0,,No,,0,,,,,,,,0,,,0,0,,,,0
SPX.L,,,,,,,,,,,,,0.483263867810331,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,38319.0,,0,,,,0.83,,,,0,,ISO 14000,,0,0,,,,,,,1,,,0,0,,,,0
PSN.L,,,,,1,,,,,,,,8.67745653747935,,,,,,,,,,1,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,27678.0,,0,,,,0.94,,,,0,,EMS,,0,0,,,,,,,1,,,0,1,,,,0
RIO.L,,,,,,,,,,,,,7839.6781251033,,,0.547257231823074,,,,,,,,,,,,,,94.8423288085401,,0.48567130402532,,,,,Reported,,62300,1,1,191.605638239231,993477000.0,,,,,,,,26000000.0,,1,70200,,,0.005416932251306,,,12166000.0,1,,ISO 14000,,0,1,14542000000,7400,,0.981179620442555,,0.116544609811796,0,,541000000,1,1,,1.10559886605245,,0
CCH.L,,,,,,,,,,,,,6.87260321829996,0.023451928284187,3.75230853e-07,0.225826434757868,,,,,,,,,,,,,,0.129892413456686,,0.279984754475485,,1.63225421e-07,,,Reported,0.006,4477,,0,0.254876738124369,107817.0,,,0.046017706690726,,,,,621850.0,,0,3611,,,0.967050066427648,,,2077.0,0,,ISO 14000,99.8,0,1,,3990,,0.549390060945016,,0.556609564198426,1,0.00261,84100000,1,1,7.36283307e-07,0.443119836960566,,0
ALWA.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,7.4,,0,,,,,,,,0,,No,,1,,,,,,,,0,,,0,0,,,,0
RR.L,0,0,0,1,1,,,,,,,,3.09088038812432,,,,0,0,0,1,1,0,0,,,,,,,0.739403692184328,,,,,,,Reported,,,0,0,1.07207111352438,53567.86,,,,,,,,419365.0,,0,,,,0.596,,,16844.0,0,,ISO 14000,100.0,0,1,,,,,,,0,,,1,1,,,,0
SN.L,,,,,,,,,,,,,0.515365471078903,,,,,,,,,,,,,,,,,0.029133541719496,,,,,,,Reported,,,,0,0.139254385964912,10598.0,,,,,,,,72945.0,,0,,,,0.778509748063741,,,635.0,0,,No,,0,0,,,,,,,0,,,0,1,,,,0
SSE.L,,,,,,,,,,,,,,,,0.084441683973308,,,,,,,,,,,,,,,,0.211833617810098,,,,,Reported,,6244,0,0,,,,,,,,,,8920000.0,,1,2489,,,,,,,0,,ISO 14000,,0,1,,0,,0.739373715980562,,0.0,0,,342700000,1,1,,0.294731130537415,,0
SMT.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median,,,,0,,,,,,,,,,338.089,,0,,,,,,,,0,,No,,0,,,,,,,,0,,,0,0,,,,0
KGF.L,,,,,,,,,,,,,18.318549466458,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,271843.0,,0,,,,0.704918032786885,,,,0,,No,,1,,,0,,,,,1,,,1,1,,,,0
LLOY.L,0,0,0,1,1,,,,,,,,0.047581283795405,,,,0,0,0,1,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,121159.0,,0,,,,0.95,,,,0,,No,,1,1,,,,,,,0,,,1,1,,,,0
NWG.L,0,0,0,0,1,,,,,,,,0.061639839001928,,0.017144545214995,,0,0,0,1,0,0,1,,,,,,,,,,,,,,Reported,2751.0,,,0,,,,,,,,,,94992.0,,0,,,,0.880930399843662,,,,1,,No,,1,0,,,,,,,0,,,0,1,,,,0
SDR.L,0,0,0,1,1,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,5344.0,,0,,,,0.73,,,,0,,ISO 14000,,1,0,,,,,,,0,,,0,0,,,,0
NXT.L,,,,,,,,,,,,,1.90734251366527,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,,0,,,,,,,,,,106179.0,,0,,,,0.962880868098058,,,,0,,No,,0,,,,,,,,0,,,0,1,,,,0
ITRK.L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,181988.0,,0,,,,,,,,1,,ISO 14000,,1,0,,,,,,,1,,,0,1,,,,1
BTRW.L,0,0,0,1,1,,,,,,,,,,,,0,0,0,1,1,0,1,,,,,,,,,,,,,,Reported,,,0,0,,,,,,,,,,32742.0,,0,,,,,,,,0,,ISO 14000,100.0,1,0,,,,,,,1,,,0,1,,,,0
